id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle
BV007710503,ger,,Lykien,,Frank Kolb ; Barbara Kupke,Mainz am Rhein,von Zabern,1992,"Kolb, Frank|Kupke, Barbara",Lykien|Kunst,g|s,BV007932010,Zaberns Bildbände zur Archäologie
BV007711026,ger,"Becker, Annette",Anmerkungen zu Barbaros Vitruv,,von Annette Becker,,,1991,,"Barbaro, Daniele Matteo Alvise|Vitruvius|Illustration",p|u|s,,
BV007712019,mul,,Homo - imago et amicus dei,,curavit ed. Ratko Perić,Romae,Pontificium Collegium Croaticum Sancti Hieronymi,1991,"Perić, Ratko|Golub, Ivan","Golub, Ivan|Theologische Anthropologie",p|s,BV006667412,Collectanea croatico-hieronymiana de urbe
BV007712624,ita,,Una scuola per Piero,,a cura di Luciano Bellosi,Venezia,Marsilio,1992,"Bellosi, Luciano",Piero (della Francesca)|Italien|Kunst,p|g|s,,
BV007714377,ger,"Mackowitz, Heinz",Der Heiligenbluter Hochaltar und die Tiroler Altarbaukunst nach Pachers Tod,,Heinz v. Mackowitz,Innsbruck,Wagner,[1953],,"Sankt Vinzenz|Altar|Hueber, Hans|Tiroler Landesmuseum Ferdinandeum",g|s|p|b,,
BV007714383,ita,,Le stoffe copte del Museo Archeologico di Firenze,,Lucia Guerrini,Roma,L'Erma di Bretschneider,1957,"Guerrini, Lucia",Museo Archeologico Nazionale di Firenze|Kopten,b|s,BV006654644,Tesi di laurea
BV007714644,ita,"Sartori, Claudio",Dizionario degli editori musicali italiani,,Claudio Sartori,Firenze,Olschki,1958,,Italien|Musikverlag,g|s,BV037477166,Biblioteca di bibliografia italiana.
BV007714977,eng,"Liedtke, Walter A.",Anthony van Dyck,,Walter A. Liedtke,New York,,1984/85,,"Dyck, Anton van|Metropolitan Museum of Art|Katalog",p|b|s,BV002560238,"Metropolitan Museum of Art <New York, NY>: The Metropolitan Museum of Art bulletin"
BV007714983,eng,,Dutch drawings of the seventeenth century in the Metropolitan Museum of Art,,Helen Bobritzky Mules,"New York, NY",,1985,"Mules, Helen B.",Metropolitan Museum of Art|Niederlande|Zeichnung,b|g|s,BV002560238,The Metropolitan Museum of Art bulletin
BV007715056,eng,,Georgia O'Keeffe,,Lisa Mintz Messinger,New York,,1984,"Messinger, Lisa Mintz","O'Keeffe, Georgia|Metropolitan Museum of Art|Katalog",p|b|s,BV002560238,Metropolitan Museum of Art: The Metropolitan Museum of Art bulletin
BV007715057,eng,"Frazer, Margaret English",Medieval church treasuries,,Margaret English Frazer,New York,,1985/86,,Metropolitan Museum of Art|Kirchenschatz,b|s,BV002560238,"Metropolitan Museum of Art <New York, NY>: The Metropolitan Museum of Art bulletin"
BV007715072,eng,"Bauman, Guy",Early Flemish portraits,,by Guy Bauman,New York,,1986,,Flandern|Bildnis|Metropolitan Museum of Art,g|s|b,BV002560238,"Metropolitan Museum of Art <New York, NY>: The Metropolitan Museum of Art bulletin"
BV007715162,eng,,Renaissance to modern tapestries in the Metropolitan Museum of Art,,Edith Appleton Standen,"New York, N.Y.",,1987,"Standen, Edith Appleton",Metropolitan Museum of Art|Bildteppich,b|s,BV002560238,"Metropolitan Museum of Art <New York, NY>: The Metropolitan Museum of Art bulletin"
