sign	grp	nr	ref	name	comment	author	date	x
Ca-IAN	Ca	100		Jannella, Ottaviano		nj	1984.12.12	
Ca-IAP	Ca	10		Jappelli, Giuseppe		nj	1984.12.12	
Ca-IAQ	Ca	50		Jaquerio, Giacomo	ca. 1380-1453	nj	1984.12.12	
Ca-IAZ	Ca	10		Iazeolla, Giovanni Battista		fr	1992.01.21	
Ca-IB	Ca	6		I.B. mit dem Vogel, Meister		nj	1984.12.12	
Ca-IER	Ca	10		Jerace, Francesco		nj	1984.12.12	
Ca-IER	Ca	12		Jerace, Gaetano		nj	1984.12.12	
Ca-IER	Ca	14		Jerace, Vincenzo		nj	1984.12.12	
Ca-IER	Ca	30		Jerace, Severo		ni	1988.05.06	
Ca-IES	Ca	50		Jesi, Samuele		nj	1984.12.12	
Ca-IMP	Ca	60		Imparato, Girolamo		ni	1988.05.06	
Ca-IND	Ca	70		India, Bernardino		ni	1988.05.04	
Ca-IND	Ca	80		Indivini, Domenico di Antonio da Sanseverino		nj	1984.12.12	
Ca-IND	Ca	100		Induno, Domenico		nj	1984.12.12	
Ca-IND	Ca	110		Induno, Gerolamo	1827-1890	nb	1901.09.03	
Ca-INF	Ca	120		Infante, Scipione		fr	1987.10.16	
Ca-INF	Ca	140		Infantolino, Carlo	Don Carlo Infantolino (Settecento, Sizilien)	nk	1992.03.02	
Ca-ING	Ca	10		Ingaldi, Nicola		nj	1984.12.12	
Ca-ING	Ca	30		Inganni, Angelo		nj	1984.12.12	
Ca-ING	Ca	40		Inganni, Francesco		fr	1993.11.12	
Ca-ING	Ca	50		Ingegno, Andrea di Luigi	gen. l'Ingegno	fr	1986.02.04	
Ca-ING	Ca	80		Ingoli, Matteo		nk	1991.01.10	
Ca-ING	Ca	250		Ingrosso, Servo di Dio		gw	1988.07.11	
Ca-INN	Ca	5285	v	Innocenzo da Imola	siehe Innocenzo Francucci	nk	1985.06.18	
Ca-IOD	Ca	3304		Iodice, Luca		fr	1990.12.20	
Ca-IOH	Ca	330		Johannes Ispanus		nk	1985.10.09	
Ca-IOL	Ca	10		Joli, Antonio		nk	1988.09.15	
Ca-ION	Ca	10		Joni, Icilio Federico	auch Kunstfaelscher, geb. 1865	nk	1988.10.04	
Ca-IRD	Ca	10		Irdi, Salvatore		nj	1984.12.12	
Ca-IRO	Ca	10		Irolli, Vincenzo		nk	1989.05.31	
Ca-ISA	Ca	4		Isabella Farnese		fr	1989.09.27	
Ca-ISA	Ca	10		Isabello, Pietro	hier auch dessen Sohn Leonardo. (Architekten in Bergamo)	nj	1984.12.12	
Ca-ISA	Ca	50		Isaia da Pisa		nj	1984.12.12	
Ca-ITA	Ca	4170		Italia, Angelo	Sizil. Architekt	gw	1986.05.17	
Ca-IUN	Ca	20		Jungi, Giovanni	detto "Il Perosino"	nj	1984.12.12	
Ca-IUN	Ca	2550		Jung, Reinhold	Suedtiroler, 16. Jh.	fr	1986.06.11	
Ca-IUS	Ca	24		Juste, Antoine	eigentl.: Giusto Betti	nj	1984.12.12	
Ca-IUV	Ca	80		Juvara, Aloisio	(Tommaso Aloisio J.)	(import)	1990.02.28	
Ca-IUV	Ca	90		Juvara, Filippo		nj	1984.12.12	
Ca-IUV	Ca	90	v	Juvarra	siehe: Juvara	nj	1984.12.12	
Ca-KAC	Ca	3054		Kachler	Südtiroler Malerfam. Hier auch die einz. Mitgl.: Georg, Johann (oder Josef?), Michael u. Peter.	fr	1991.09.30	
Ca-KEB	Ca	10		Kebar, Carolus Maria Josephus		me	1984.12.10	
Ca-KIE	Ca	20		Kienerk, Giorgio		me	1984.12.10	
Ca-KLO	Ca	10		Klocker, Hans		me	1984.12.10	
Ca-KOC	Ca	50		Koch, Gaetano		nj	1985.01.28	
Ca-LAB	Ca	24		La Barbera, Vincenzio		fr	1987.05.28	
Ca-LAB	Ca	32		Labbate, Emilio		fr	1987.01.21	
Ca-LAB	Ca	35		Labisi, Paolo		me	1984.12.10	
Ca-LAB	Ca	80		La Bruna, Domenico		gw	1986.05.17	
Ca-LAB	Ca	90		Labruzzi, Carlo		me	1984.12.10	
Ca-LAB	Ca	100		Labruzzi, Pietro		ni	1988.05.06	
Ca-LAD	Ca	10		Ladatte, Francois		fr	1987.02.19	
Ca-LAF	Ca	20		La Francesca, Giuseppe		gw	1986.05.17	
Ca-LAF	Ca	25		Lafranchini	Stukkatorenfamilie	me	1984.12.10	
Ca-LAF	Ca	50		Lafreri, Antonio		nk	1985.10.04	
Ca-LAF	Ca	60		Lafri, Jacopo		fr	1986.07.24	
Ca-LAM	Ca	20		Lama, Giovanni Battista		nk	1985.09.23	
Ca-LAM	Ca	30		Lama, Giovanni Bernardo		fr	1992.07.10	
Ca-LAM	Ca	40		Lama, Giulia		me	1984.12.10	
Ca-LAM	Ca	97	v	Lamberti, Niccolo	siehe: Nicolo di Piero Lamberti ca. 1370 - 1451, gen. "il Pela"	nk	1992.03.20	
Ca-LAM	Ca	100		Lambardi, Carlo		gw	1991.02.06	
Ca-LAM	Ca	170		Lame, Biagio dalle		gw	1987.03.17	
Ca-LAM	Ca	180		Lami, Vincenzo		fr	1992.02.17	
Ca-LAM	Ca	200		Lamo, Pietro		fr	1993.03.31	
Ca-LAM	Ca	238		Lampi	Malerfamilie	me	1984.12.10	
Ca-LAM	Ca	240		Lampi, Francesco		me	1984.12.10	
Ca-LAM	Ca	242		Lampi, Johann Baptist von	1751-1830, auch: Giovanni Battista	me	1984.12.10	
Ca-LAM	Ca	290		Lampugnano, Giovanni		me	1984.12.10	
Ca-LAN	Ca	9652		Lanzani, Andrea		nk	1986.05.14	
Ca-LAN	Ca	30		Lanceni, Giovanni Battista	auch Lanzeni oder Lanzani	gw	1987.10.14	
Ca-LAN	Ca	110		Lanci, Francesco Maria		nk	1985.10.02	
Ca-LAN	Ca	200		Landi, Gaspare		me	1984.12.10	
Ca-LAN	Ca	230		Landi, Neroccio de'		me	1984.12.10	
Ca-LAN	Ca	290		Landini, Jacopo	detto Jacopo di Casentino	me	1984.12.10	
Ca-LAN	Ca	310		Landini, Taddeo		nk	1985.09.13	
Ca-LAN	Ca	330		Lando di Pietro		nk	1986.07.18	
Ca-LAN	Ca	340		Lando di Stefano		fr	1992.01.17	
Ca-LAN	Ca	355		Landriani, Gaetano		ni	1988.04.28	
Ca-LAN	Ca	370		Landriani, Paolo Cammillo	gen. "Il Duchino"	ni	1988.04.28	
Ca-LAN	Ca	380		Landriani, Paolo		me	1984.12.10	
Ca-LAN	Ca	400		Lanfranchi, Alessandro		gw	1989.06.28	
Ca-LAN	Ca	420		Lanfranchi, Francesco	Architekt in Turin	nk	1988.10.19	
Ca-LAN	Ca	450		Lanfranco	Toepferfamilie des 16. Jhs. aus Gabicce	fr	1987.01.15	
Ca-LAN	Ca	460		Lanfranco	taetig um 1100 am Dom von Modena	nk	1985.03.03	
Ca-LAN	Ca	480		Lanfranco, Giovanni		me	1984.12.10	
Ca-LAN	Ca	530		Langetti, Giovanni Battista		ni	1988.05.06	
Ca-LAN	Ca	3472		Lanino, Bernardino		me	1984.12.10	
Ca-LAN	Ca	3484		Lanino, Pier Francesco		me	1984.12.10	
Ca-LAN	Ca	7450		Lante, Giuseppe		me	1984.12.10	
Ca-LAN	Ca	7460		Lanteri, Giacomo		fr	1988.06.28	
Ca-LAP	Ca	10		Laparelli, Francesco		me	1984.12.10	
Ca-LAP	Ca	100		Lapiccola, Niccolo'		fr	1986.03.19	
Ca-LAP	Ca	130		Lapis, Gaetano	detto "Il Caraccetto"	me	1984.12.10	
Ca-LAR	Ca	3250		Lari, Carlo		fr	1987.04.09	
Ca-LAR	Ca	8124		Larussa, Rocco		fr	1988.06.30	
Ca-LAS	Ca	3484		Lasinio, Carlo		fr	1991.04.24	
Ca-LAS	Ca	7512		Lastricati, Zanobi		me	1984.12.10	
Ca-LAU	Ca	70		Laurana, Francesco		me	1984.12.10	
Ca-LAU	Ca	80		Laurana, Luciano da		me	1984.12.10	
Ca-LAU	Ca	130		Laurenti, Cesare		nk	1989.10.13	
Ca-LAU	Ca	140		Laurentini, Giovanni	gen. Arrigoni	fr	1989.11.17	
Ca-LAU	Ca	220		Laureti, Tommaso		gw	1986.04.14	
Ca-LAU	Ca	230		Lauri, Filippo		fr	1993.09.17	
Ca-LAU	Ca	260		Laurito, Mario di		me	1984.12.10	
Ca-LAU	Ca	290		Lauro, Giacomo		me	1985.02.08	
Ca-LAU	Ca	310		Lauro Padovano		nk	1990.05.07	
Ca-LAV	Ca	9300		Lavy	Familie	me	1984.12.10	
Ca-LAV	Ca	9302		Lavy, Amadeo		fr	1987.02.20	
Ca-LAZ	Ca	68		Lazzari	Jacopo (Vater) und Dionisio (Sohn, LZ 70)	nk	1986.01.30	
Ca-LAZ	Ca	70		Lazzari, Dionisio		nk	1986.01.30	
Ca-LAZ	Ca	140		Lazzari, Sebastiano		fr	1987.11.06	
Ca-LAZ	Ca	142		Lazari, Vincenzo		me	1984.12.10	
Ca-LAZ	Ca	150		Lazzarini, Antonio		fr	1992.07.06	
Ca-LAZ	Ca	180		Lazzarini, Giovanni Andrea		me	1984.12.10	
Ca-LAZ	Ca	185		Lazzarini, Giovanni Battista	(1712-1791)	fr	1987.10.19	
Ca-LAZ	Ca	190		Lazzarini, Gregorio		me	1984.12.10	
Ca-LEG	Ca	10		Lega, Silvestro	1826-1895	me	1984.12.10	
Ca-LEG	Ca	60		Legnani, Stefano Maria		nk	1988.11.10	
Ca-LEL	Ca	20		Lelli, Ercole		fr	1985.07.02	
Ca-LEL	Ca	50		Lelli, Lucio Quirino		fr	1990.01.31	
Ca-LEL	Ca	100		Lello da Orvieto		gw	1989.06.21	
Ca-LEN	Ca	10		Lenardi, Giovanni Battista		nk	1992.06.03	
Ca-LEN	Ca	30		Lendinara	Holzschnitzer- u. Intarsiatorenfamilie	fr	1990.02.28	
Ca-LEN	Ca	40		Lendinara, Lorenzo		fr	1989.07.17	
Ca-LEN	Ca	50		Lendinara, Cristoforo		me	1984.12.10	
Ca-LEN	Ca	75		Lenetti, Antonio		nk	1986.11.25	
Ca-LEN	Ca	90		Leno, Giuliano		nk	1985.07.09	
Ca-LEO	Ca	35		Leonardi, Giuseppe		fr	1993.03.31	
Ca-LEO	Ca	140		Leonardo di Desiderio Fiorentino		fr	1990.06.22	
Ca-LEO	Ca	150		Leonardo di Ser Giovanni da Firenze		me	1984.12.10	
Ca-LEO	Ca	215		Leonardo da Verona	geb. 1459/62	fr	1993.01.29	
Ca-LEO	Ca	250		Leonbruno, Lorenzo		me	1984.12.10	
Ca-LEO	Ca	274		Leoncini, Giuseppe		me	1984.12.10	
Ca-LEO	Ca	320		Leonelli da Crevalcore, Antonio		gw	1986.04.22	
Ca-LEO	Ca	410		Leoni, Giacomo		me	1985.02.08	
Ca-LEO	Ca	440		Leoni, Girolamo		nk	1986.11.25	
Ca-LEO	Ca	460		Leoni, Leone		me	1984.12.10	
Ca-LEO	Ca	510		Leoni, Ottavio		nk	1985.10.15	
Ca-LEO	Ca	520		Leoni, Pompeo		me	1984.12.10	
Ca-LEO	Ca	540		Leonori, Aristide		fr	1986.05.07	
Ca-LEO	Ca	580		Leopardi, Marcello		fr	1990.12.18	
Ca-LES	Ca	18		Lessi	Familie	me	1984.12.14	
Ca-LES	Ca	20		Lessi, Agostino		me	1984.12.14	
Ca-LES	Ca	22		Lessi, Giovanni		me	1984.12.14	
Ca-LET	Ca	30		Letterini, Agostino	auch als Litterini erwaehnt	nk	1994.02.04	
Ca-LET	Ca	5250		Leto, Antonino		gw	1991.09.25	
Ca-LEV	Ca	30		Levati, Giuseppe		fr	1992.11.26	
Ca-LEV	Ca	50		Levi, Giovanni Battista		nk	1985.07.09	
Ca-LEV	Ca	60		Levi, Giuseppe	jüdischer Bronzeplastiker der Renaissance aus Verona	ni	1988.04.28	
Ca-LEV	Ca	80		Levi, Luigi	Pseudonym: Ulivi Liegi	me	1984.12.14	
Ca-LEV	Ca	150		Levoli, Nicola	Maler 1728-1801	gw	1990.09.25	
Ca-LIA	Ca	30		Liano, Francesco		fr	1991.09.20	
Ca-LIA	Ca	40		Lianori, Pietro qm. Giovanni		fr	1988.05.05	
Ca-LIB	Ca	60		Liberale da Verona		me	1984.12.14	
Ca-LIB	Ca	90		Liberi, Marco		nk	1994.02.04	
Ca-LIB	Ca	100		Liberi, Pietro		me	1984.12.14	
Ca-LIB	Ca	120		Libri, Francesco dai	Miniaturmaler aus Verona, geb. 1452	me	1984.12.14	
Ca-LIB	Ca	130		Libri, Girolamo dai	Sohn des Francesco	gw	1987.03.18	
Ca-LIC	Ca	3484		Licinio, Bernardino		fr	1991.02.22	
Ca-LIE	Ca	20	v	Liegi, Ulivi	siehe Luigi, Levi, LZ 80	me	1984.12.14	
Ca-LIG	Ca	8		Ligari	Veltiner Familie des Settecento	me	1984.12.14	
Ca-LIG	Ca	10		Ligari, Pietro		fr	1987.10.23	
Ca-LIG	Ca	30		Ligorio, Pirro		me	1984.12.14	
Ca-LIG	Ca	60		Ligozzi, Jacopo		me	1984.12.14	
Ca-LIG	Ca	80		Ligozzi, Paolo		fr	1989.11.28	
Ca-LIL	Ca	10		Lilio, Andrea		nk	1985.09.19	
Ca-LIL	Ca	11	v	Lilli, Andrea	siehe Andrea Lilio	nk	1985.09.19	
Ca-LIO	Ca	20		Lione, Andrea di		nk	1989.04.13	
Ca-LIO	Ca	30		Lione, Onofrio di		fr	1994.02.08	
Ca-LIO	Ca	40		Lionelli, Niccolo (de')		fr	1994.07.15	
Ca-LIP	Ca	40		Lippi, Annibale		nk	1990.06.11	
Ca-LIP	Ca	60		Lippi, Filippino	1457-1504	me	1984.12.14	
Ca-LIP	Ca	70		Lippi, Filippo	Fra Filippo Lippi, 1406-1469, Vater des Filippino Lippi	me	1984.12.14	
Ca-LIP	Ca	90		Lippi, Lorenzo		me	1984.12.14	
Ca-LIP	Ca	130		Lippo di Benivieni		nk	1985.10.09	
Ca-LIP	Ca	160		Lippo Memmi	hier auch dessen Bruder Tederigo (sic!) Memmi	me	1984.12.14	
Ca-LIP	Ca	170		Lippo Vanni		me	1984.12.14	
Ca-LIS	Ca	10		Lisandroni, Ferdinando		fr	1988.11.29	
Ca-LIS	Ca	100		Lisio, Arnaldo de		me	1984.12.14	
Ca-LIV	Ca	100		Liverani, Romolo		me	1984.12.14	
Ca-LIV	Ca	100	v	Liverani, Antonio	bei Romolo, LZ 100	me	1984.12.14	
Ca-LOC	Ca	20		Locatelli, Andrea		me	1984.12.14	
Ca-LOC	Ca	80		Locatelli, Giuseppe		me	1984.12.14	
Ca-LOD	Ca	3260		Lodi, Fortunato		fr	1989.06.26	
Ca-LOD	Ca	3270		Lodi, Gaetano		nk	1986.05.14	
Ca-LOD	Ca	3290		Lodi, Giovanni Battista		fr	1992.11.20	
Ca-LOD	Ca	5630		Lodovico da Taggia		fr	1986.02.12	
Ca-LOD	Ca	6680		Lodron-Laterano, Carlo	Graf. - Karikaturist	nk	1985.07.09	
Ca-LOI	Ca	110		Lojacono, Francesco		gw	1991.09.25	
Ca-LOM	Ca	20		Lomazzo, Giovanni Paolo		me	1984.12.14	
Ca-LOM	Ca	30		Lombardelli, Giovanni Battista		fr	1993.01.28	
Ca-LOM	Ca	40		Lombardo	Venezian. Architekten- u. Erzgiesserfamilie des Cinque- u. Seicento. Auch als Fam. Lombardi-Solari bez.	me	1984.12.14	
Ca-LOM	Ca	50		Lombardo, Antonio	1458-1516	fr	1990.11.23	
Ca-LOM	Ca	90		Lombardo, Pietro		me	1984.12.14	
Ca-LOM	Ca	110		Lombardo, Tullio		me	1984.12.14	
Ca-LOM	Ca	120		Lombardi, Alfonso	Alfonso Cittadella, detto "Lombardi da Lucca" oder "L. da Ferrara"	me	1984.12.14	
Ca-LOM	Ca	150		Lombardo, Cristoforo		gw	1990.12.12	
Ca-LOM	Ca	225		Lombardo, Matteo		ni	1988.04.29	
Ca-LOM	Ca	260		Lomi, Aurelio		fr	1986.02.12	
Ca-LON	Ca	30		Lonati, Giovanni Battista		fr	1991.09.11	
Ca-LON	Ca	40		Londonio, Francesco		fr	1994.02.16	
Ca-LON	Ca	50		Longhena, Baldassare		me	1984.12.14	
Ca-LON	Ca	60		Longhi  (Architekten)	roemische Architektenfamilie	me	1984.12.14	
Ca-LON	Ca	70		Longhi, Martino der Aeltere		me	1984.12.14	
Ca-LON	Ca	80		Longhi, Martino der Juengere		me	1984.12.14	
Ca-LON	Ca	90		Longhi, Onorio		fr	1986.02.07	
Ca-LON	Ca	100		Longhi, Alessandro		gw	1988.09.23	
Ca-LON	Ca	150		Longhi, Gabriele		fr	1993.10.18	
Ca-LON	Ca	170		Longhi, Giuseppe		me	1984.12.14	
Ca-LON	Ca	190		Longhi, Luca		me	1984.12.14	
Ca-LON	Ca	200		Longhi, Niccolo de'		fr	1985.10.30	
Ca-LON	Ca	210		Longhi, Pietro		me	1984.12.14	
Ca-LON	Ca	220		Longhi, Silla		gw	1986.04.14	
Ca-LON	Ca	233		Longo, Giovanni Perosino		nk	1992.02.20	
Ca-LON	Ca	236		Longo, Antonio	trient. Maler (1742 - 1820)	gw	1985.09.25	
Ca-LON	Ca	240		Longo, Jacobino		gw	1986.02.21	
Ca-LON	Ca	260		Longoni, Emilio		me	1984.12.14	
Ca-LOR	Ca	25		Lorenzana Bentivoglio, Bianca de		ni	1988.04.29	
Ca-LOR	Ca	40		Lorenzetti	Sieneser Malerfamilie	me	1984.12.14	
Ca-LOR	Ca	50		Lorenzetti, Ambrogio		me	1984.12.14	
Ca-LOR	Ca	60		Lorenzetti, Giovanni Battista	Veroneser Maler des Seicento	me	1984.12.14	
Ca-LOR	Ca	70		Lorenzetti, Pietro	Bruder des Ambrogio L.	me	1984.12.14	
Ca-LOR	Ca	110		Lorenzi, Battista		me	1984.12.14	
Ca-LOR	Ca	130		Lorenzi, Francesco		nk	1986.11.25	
Ca-LOR	Ca	210		Lorenzo d' Alessandro da Severino		me	1984.12.14	
Ca-LOR	Ca	250		Lorenzo da Bologna		me	1984.12.14	
Ca-LOR	Ca	300		Lorenzo Monaco		me	1984.12.14	
Ca-LOR	Ca	325		Lorenzo di Piero di Lorenzo	(vasaio di Montelupo, 16. Jh.)	fr	1987.12.02	
Ca-LOR	Ca	335		Lorenzo, degli Spazzi		gw	1986.11.27	
Ca-LOR	Ca	380		Lorenzo da Viterbo		me	1984.12.14	
Ca-LOR	Ca	390		Lorenzoni	Goldschmiedefam. aus Vertova in Bergamo, 14./16. Jh. Mitgl.: Ughetto; Pandolfo; Alo.	fr	1991.02.22	
Ca-LOR	Ca	395		Lorenzoni, Matteo		me	1984.12.14	
Ca-LOT	Ca	50		Lotti, Lorenzo di Leonardo di Guglielmo		me	1984.12.14	
Ca-LOT	Ca	65		Lottini, Gaetano	Keramiker, 18. Jh.	fr	1990.12.20	
Ca-LOT	Ca	80		Lotto, Lorenzo		nj	1985.05.03	
Ca-LOT	Ca	90		Lotufo, Rocco		fr	1986.01.24	
Ca-LOV	Ca	5		Lovatti, Matteo		fr	1990.01.31	
Ca-LOV	Ca	10		Lo Verde, Giacomo		fr	1987.05.28	
Ca-LUC	Ca	190		Luca di Tomme		me	1984.12.14	
Ca-LUC	Ca	1044		Lucchesi, Giorgio		me	1984.12.14	
Ca-LUC	Ca	1060		Lucchetti, Giuseppe		fr	1992.01.27	
Ca-LUC	Ca	1960		Lucenti, Girolamo	geb. Rom, gest. 1698 ebda	fr	1991.06.27	
Ca-LUC	Ca	2966		Luchese, Filippo	Vorname auch Filiberto	gw	1988.07.18	
Ca-LUC	Ca	3260		Luciani, Ascanio		nk	1988.11.08	
Ca-LUC	Ca	3358		Lucifero, Giovanni Battista		fr	1991.12.17	
Ca-LUC	Ca	3475		Lucini, Giovan Battista		gw	1992.06.16	
Ca-LUD	Ca	5620		Ludovisi, Bernardino		fr	1994.03.18	
Ca-LUD	Ca	5628		Ludovisi, Francesco		ni	1993.11.22	
Ca-LUG	Ca	4176		Lugli, Carlo		me	1984.12.14	
Ca-LUI	Ca	30		Luini, Aurelio		nk	1988.07.07	
Ca-LUI	Ca	40		Luini, Bernardino		me	1984.12.14	
Ca-LUI	Ca	70		Luini, Giulio Cesare		fr	1987.02.26	
Ca-LUN	Ca	56		Lunetti, Stefano di Tommaso	Geb. um 1465 - 1534. Vater des Tommaso Lunetti, gen. Tommaso di Stefano.	nk	1986.04.21	
Ca-LUN	Ca	60		Lunetti, Tommaso	geb. um 1495 - 1564. Gen. Tommaso di Stefano. Sohn des Stefano di Tommaso (sic!) Lunetti.	nk	1986.04.21	
Ca-LUP	Ca	30		Lupetti, Carlo Gaudenzio		fr	1988.10.31	
Ca-LUP	Ca	150		Lupoto, Bartolomeo		me	1984.12.14	
Ca-LUR	Ca	10		Lurago	Architektenfamilie	me	1984.12.14	
Ca-LUR	Ca	80		Lurago, Martino		me	1984.12.14	
Ca-LUR	Ca	100		Lurago, Tommaso		fr	1990.10.10	
Ca-LUS	Ca	6		Lusieri, Titta	gen. Don Tito, auch Giovanni Battista	gw	1987.04.10	
Ca-LUS	Ca	20		Lusso, Andrea		me	1984.12.14	
Ca-LUS	Ca	30		Luswergh, Angelo		ni	1988.04.28	
Ca-LUT	Ca	10		Luti, Benedetto		me	1984.12.14	
Ca-LUZ	Ca	15		Luzi, Giuseppe		fr	1990.12.20	
Ca-LUZ	Ca	30		Luzzi, Lorenzo di Bartolommeo		fr	1986.02.07	
Ca-LUZ	Ca	9845		Luzzi, Pietro	gen. Zarato oder Zarotto. Maler aus Feltre. Vielleicht identisch mit Morto da Feltre	me	1987.08.01	
Ca-LUZ	Ca	9850	v	Luzzo	siehe Luzzi, LZ 9845	me	1984.12.14	
Ca-MAC	Ca	20		Macagnini, Angelo		nk	1992.04.08	
Ca-MAC	Ca	50		Maccagnani, Eugenio		fr	1987.01.20	
Ca-MAC	Ca	60		Maccari, Cesare		nj	1984.12.10	
Ca-MAC	Ca	130		Macchiavelli, Giacomo	auch Giangiacomo als Vorname gen.	nk	1988.12.09	
Ca-MAC	Ca	140		Macchietti, Girolamo		nk	1989.07.10	
Ca-MAC	Ca	250		Macholino, Giovanni Battista		nk	1989.10.31	
Ca-MAC	Ca	260		Maciachini, Carlo		ni	1988.04.28	
Ca-MAC	Ca	280		Macrino d'Alba		nj	1984.12.10	
Ca-MAD	Ca	300		Maderna, Giuseppe		nj	1984.12.10	
Ca-MAD	Ca	302	v	Maderna, Carlo	siehe Maderno, Carlo, LZ 340	nj	1984.12.10	
Ca-MAD	Ca	340		Maderno, Carlo		nj	1984.12.10	
Ca-MAD	Ca	360		Maderno, Stefano		nj	1984.12.10	
Ca-MAD	Ca	380		Madonetta, Stefano		nj	1984.12.10	
Ca-MAD	Ca	8124		Madussi, Fabio		fr	1991.09.23	
Ca-MAF	Ca	30		Maffei, Alessandro		gw	1990.10.02	
Ca-MAF	Ca	50		Maffei, Cesare		gw	1990.10.02	
Ca-MAF	Ca	70		Maffei, Francesco		nj	1984.12.10	
Ca-MAF	Ca	2319		Maffiolo, da Cazzano		gw	1987.10.13	
Ca-MAG	Ca	50		Maganza	Malerfamilie aus Vicenza. Hier auch einz. Familienmitglieder!	nk	1985.06.25	
Ca-MAG	Ca	90		Magatti, Pietro Antonio		nk	1990.01.15	
Ca-MAG	Ca	100		Magenta, Giovanni		nj	1984.12.10	
Ca-MAG	Ca	115		Maggi, Baldassare		gw	1987.10.21	
Ca-MAG	Ca	150		Maggi, Giovanni		nj	1984.12.10	
Ca-MAG	Ca	160		Maggi, Paolo (Giovanni Paolo)		fr	1987.01.20	
Ca-MAG	Ca	180		Maggi, Pietro		nk	1988.09.08	
Ca-MAG	Ca	190		Maggi, Pietro Antonio		nj	1984.12.10	
Ca-MAG	Ca	210		Maggieri, Cesare		fr	1993.11.22	
Ca-MAG	Ca	230		Maggiolini, Giuseppe	hier auch der Sohn Carlo Francesco M.	nj	1984.12.10	
Ca-MAG	Ca	235		Maggiore, Giovanni Ambrogio		nk	1988.07.07	
Ca-MAG	Ca	250		Maggiotto, Domenico		gw	1987.11.17	
Ca-MAG	Ca	260		Maggiotto, Francesco		fr	1993.02.18	
Ca-MAG	Ca	267		Magini, Carlo		gw	1987.05.15	
Ca-MAG	Ca	280		Magistris, Fabrizio de'		fr	1990.05.08	
Ca-MAG	Ca	285		Magistris	Familie	fr	1986.10.09	
Ca-MAG	Ca	290		Magistris, Giovanni Andrea de		nj	1984.12.10	
Ca-MAG	Ca	310		Magistris, Simone de		nj	1984.12.10	
Ca-MAG	Ca	315		Magistro, Gerolamo de		fr	1994.04.14	
Ca-MAG	Ca	350		Magnani, Cristoforo		fr	1992.09.18	
Ca-MAG	Ca	370		Magnani, Girolamo		gw	1988.11.15	
Ca-MAG	Ca	440		Magnasco, Alessandro		nj	1984.12.10	
Ca-MAG	Ca	450		Magnasco, Stefano		fr	1987.11.02	
Ca-MAG	Ca	500		Magni, Giulio		nj	1984.12.10	
Ca-MAG	Ca	530		Magno, Giovanni Pietro		nj	1984.12.10	
Ca-MAH	Ca	10		Mahlknecht, Dominik		nk	1992.10.14	
Ca-MAI	Ca	20		Majani, Augusto		nj	1984.12.10	
Ca-MAI	Ca	4805		Maina, Giovanni Antonio	Hier auch Giuseppe M. - Schufen gemeins. Veduten v. d. Beschiessung Cagliaris 1793 dch. d. Franzosen (Monographie v. Cavallari-Murat, 1960).	nk	1987.06.16	
Ca-MAI	Ca	4815		Mainardi, Andrea		nj	1984.12.10	
Ca-MAI	Ca	4890		Maineri, Gian Francesco de'		nj	1984.12.10	
Ca-MAI	Ca	4962		Maini, Giovanni Battista		fr	1986.02.21	
Ca-MAI	Ca	5052		Maino, Giacomo del		gw	1985.11.04	
Ca-MAI	Ca	5054		Maino, Giovanni Angelo del		gw	1985.11.04	
Ca-MAI	Ca	5056		Maino, Tiburzio del		fr	1988.05.12	
Ca-MAI	Ca	5275		Maio, Paolo de		nj	1984.12.10	
Ca-MAI	Ca	5390		Majoli, Clemente		ni	1988.05.06	
Ca-MAI	Ca	7372		Maitani, Lorenzo		fr	1991.10.18	
Ca-MAL	Ca	25		Malacreda, Francesco		fr	1991.03.19	
Ca-MAL	Ca	27		Malacrida, Antonio	auch gen. Antonio da Brunate	fr	1992.06.11	
Ca-MAL	Ca	90		Malatesta, Adeodato		fr	1989.09.22	
Ca-MAL	Ca	215		Maldarelli, Ernesto		gw	1990.05.22	
Ca-MAL	Ca	335		Malignani, Giuseppe		fr	1991.04.24	
Ca-MAL	Ca	340		Malinconico, Andrea	lt. ThB fälschl. auch als "Miglionico" bezeichnet (Vw. in ThB)	nk	1985.04.22	
Ca-MAL	Ca	350		Malinconico, Carlo		nk	1985.04.22	
Ca-MAL	Ca	360		Malinconico, Nicola		nk	1985.04.22	
Ca-MAL	Ca	370		Malinconico, Oronzo		nk	1985.04.22	
Ca-MAL	Ca	380		Malinconico, Pietro		nk	1985.04.22	
Ca-MAL	Ca	385		Mallerini, Prospero		nk	1986.03.19	
Ca-MAL	Ca	400		Malipiedi, Domenico	Maler, geb. um 1570/75 in San Genesio	nk	1994.05.13	
Ca-MAL	Ca	430		Malombra, Costantino		nk	1985.11.13	
Ca-MAL	Ca	440		Malombra, Pietro		nk	1985.11.13	
Ca-MAL	Ca	450		Malpiedi, Domenico		nk	1991.01.10	
Ca-MAN	Ca	20		Manara, Baldassare		fr	1993.02.16	
Ca-MAN	Ca	35		Manardi	Keramiker-Fam. in Bassano	fr	1987.06.25	
Ca-MAN	Ca	45		Manca di Mores, Simone		nj	1984.12.10	
Ca-MAN	Ca	70		Mancinelli, Giuseppe		nj	1984.12.10	
Ca-MAN	Ca	90		Mancini, Antonio		nj	1984.12.10	
