sign	grp	nr	ref	name	comment	author	date	x
Ca-VOL	Ca	5840		Volpini (Familie)	Giovanni Battista Maestri Volpini aus Mailand und sein in München geborener Sohn Giuseppe Volpini (= Joseph Volpini)	ph	2006.12.22	
Cm-RIV	Cm	2070		Rivetti, Carlo		ph	2007.01.08	
KatV-PAD	KatV	5620		Padovani, Walter	Antiquitätenhändler Mailand	ph	2007.01.08	
Cm-BOS	Cm	300		Bosia, Agostino		ph	2007.01.08	
Cm-TAR	Cm	375		Taravella, Croce		gw	2007.01.08	
Cm-CAL	Cm	680		Cali, Pina		gw	2007.01.08	
Cm-BER	Cm	260		Bergolli, Aldo		ph	2007.01.09	
Wm-THI	Wm	1700		Thierry, Raphael		gw	2007.01.09	
Cm-BOR	Cm	250		Borella, Giuseppe		ph	2007.01.09	
KatM-BUE	KatM	5057		Buenes Aires		ph	2007.01.10	
Cm-BOL	Cm	3370		Bolignano, Nuccio		ph	2007.01.10	
Wm-RAC	Wm	3050		Rachlik, Mikulas		ph	2007.01.10	
KatM-AQI	KatM	3480		Aquino		ph	2007.01.10	
K-SOR	K	150		Soraci, Rosario		ph	2007.01.11	
Wm-KNA	Wm	5702		Knap, Jan		gw	2007.01.11	
KatP-GER	KatP	6964		Gersdorff, Hans von		gw	2007.01.12	
Gh-DEF	Gh	6465		Defrance, Leonard		ph	2007.01.15	
Ca-BIU	Ca	940		Biucchi, Carlo Martino		ph	2007.01.15	
Cm-BRI	Cm	905		Bricarelli, Stefano	Photograph	ph	2007.01.15	
Zp-LAN	Zp	2701		Langland, William (Robert)	auch Longland, Robert / Langelande, Robert	ph	2007.01.16	
K-SCH	K	8600		Schwaemmlein, Helmut		ph	2007.01.16	
Gh-NOF	Gh	2031		Noferi, Cosimo		ph	2007.01.16	
Cm-VES	Cm	5930		Vesco, Beppe		ph	2007.01.16	
K-GAR	K	62		Gar, Tommaso	Bibliothekar und Archivist	gw	2007.01.18	
Cm-CAV	Cm	940		Cavallari, Alberti		ph	2007.01.19	
Zo-QUE	Zo	6671		Querno, Camillo		ph	2007.01.19	
Zo-CAN	Zo	7360		Cantalicio, Giovanni Battista Valentini		ph	2007.01.19	
E-BIT	E	42		Bitti	Prov. Nuoro	gw	2007.01.22	
K-CIL	K	3274		Ciliberto, Michele		gw	2007.01.23	
Wm-EBE	Wm	6640		Eberle, Urs		ph	2007.01.23	
E-SAN	E	3492		San Pietro Infine		ph	2007.01.29	
E-COC	E	11		Coccaglio		ph	2007.01.29	
Wa-STE	Wa	5730		Stengel (Architektenfamilie)	Friedrich Joachim Stengel (1694-1787) Johann Friedrich Stengel (Fjodor Fjodorowitsch, 1746-1830) Balthasar Wilhelm Stengel (1748-1824)	ph	2007.01.29	
K-RID	K	1410		Ridderbos, Bernhard		ph	2007.01.30	
Gh-GAB	Gh	3441		Gabilán Tomé, Simón		ph	2007.01.30	
Wa-LIN	Wa	400		Linard, Jacques		ph	2007.01.31	
Zo-ERR	Zo	6591		Errico, Scipione		ph	2007.02.01	
Cm-ALE	Cm	7240		Alessandro, Luciano d'		ph	2007.02.02	
KatP-LON	KatP	2560		Longaretti, Trento	Sammlung von Gemälden, Zeichnung und Graphik vom 15.-20. Jh.	ph	2007.02.05	
K-ERL	K	320		Erlande-Brandenburg, Alain		ph	2007.02.05	
Ca-SAL	Ca	180		Salvini Loiani, Giacomo	1768-1842	gw	2007.02.09	
Cm-LUG	Cm	4375		Lugli, Aldo	1894-1915	gw	2007.02.09	
K-COP	K	3315		Copic, Spelca	Voller Vorname: Jelisava-Spelca, auch i. d. Schreibweise ohne Bindestrich	nk	2007.02.09	
K-GRE	K	4192		Grelle, Francesco		gw	2007.02.12	
KatA-MIR	KatA	320		Mirandola		gw	2007.02.12	
Wa-GAB	Wa	280		Gabriel (Familie)	Ange-Jacques und sein Vater Jacques V (1667-1742)	ph	2007.02.12	
Cm-CAL	Cm	8370		Calvetti, Fabio		gw	2007.02.12	
Ca-SAU	Ca	4170		Saulini, Tommaso	1784-1864	gw	2007.02.14	
E-SAN	E	1242		San Giorgio a Liri		gw	2007.02.15	
Ca-IND	Ca	90		Induno, Domenico und Gerolamo		ph	2007.02.19	
Wm-RIC	Wm	3026		Richier, Germaine		gw	2007.02.19	
Wm-BAR	Wm	4902		Barney, Matthew		gw	2007.02.19	
Cm-CHI	Cm	338		Chilo, Diego		gw	2007.02.20	
Zp-GAL	Zp	4172		Gallitzin, Amalie von	nach SWD Golicyna, A.	gw	2007.02.20	
Wm-NUN	Wm	2620		Nungesser, Alfred		ph	2007.02.20	
Zp-ARN	Zp	8001		Arnulf von Orléans	Arnulfus Aurelianensis	ph	2007.02.20	
Hh	Hh	8438		Gerardus Chanadiensis	Gerardus Sagredo, Bischof von Csanad	gw	2007.02.21	
Cm-BRA	Cm	220		Bradaschia, Maurizio	*1962	gw	2007.02.21	
E-REI	E	21		Reino		ph	2007.02.21	
E-CAS	E	3612		Castelpagano		ph	2007.02.21	
E-CIR	E	12		Circello		ph	2007.02.21	
E-SAN	E	4162		Santa Croce del Sannio		ph	2007.02.21	
E-PON	E	332		Pontelandolfo		ph	2007.02.21	
E-ALF	E	32		Alfianello		gw	2007.02.22	
Cm-CAL	Cm	905		Calcagnile, Luigi		ph	2007.02.22	
E-COR	E	712		Corte Franca		ph	2007.02.22	
Wa-ROL	Wa	4200		Roller, Alfred		ph	2007.02.22	
Wa-PRE	Wa	7236		Prestel, Maria Katharina		ph	2007.02.22	
KatM-GRI	KatM	2730		Grignan		ph	2007.02.22	
Wa-CAR	Wa	6606		Carriere, Eugène		ph	2007.02.22	
Ca-ZAG	Ca	18		Zaganelli, Francesco		ph	2007.02.22	
Cm-BOR	Cm	360		Borg Pisani, Carmelo	aus Malta, 1915-1942	gw	2007.02.23	
Cm-CAS	Cm	376		Casasco, Ermanno		gw	2007.02.23	
Xa-GRO	Xa	1918		Groeningen	Sachsen	gw	2007.02.23	
Cm-BEC	Ca	3700		Beck Lefebvre, Eugenia		ph	2007.02.26	
E-CAS	E	2172		Castel di Tora		ph	2007.02.26	
Cm-ZAM	Cm	570		Zamboni, Alberto		ph	2007.02.26	
Wa-KAL	Wa	310		Kalf, Willem		gw	2007.02.26	
KatE-BEV	KatE	11		Bevagna		ph	2007.02.27	
Cm-MOR	Cm	3270		Mori, Neno		ph	2007.02.27	
Ca-CAD	Ca	60		Cadolini, Enrico		ph	2007.02.27	
Zs-BEN	Zs	6973		Bense, Max		gw	2007.02.28	
KatV-CHR	KatV	3596		Christie's South Kensington / Interior Sales	Vorgaenger "At Home Sale" (2005)	gw	2007.02.28	
KatV-CHR	KatV	3615		Christie's New York / House Sale		gw	2007.02.28	
Ca-MAR	Ca	1140		Marco di Martino		ph	2007.03.01	
E-BON	E	11		Bonarcado		ph	2007.03.01	
Ca-EDW	Ca	330		Edwards, Pietro		ph	2007.03.01	
K-BOL	K	7596		Bolton, Brenda M.		gw	2007.03.01	
K-POR	K	7425		Porteman, Karel		gw	2007.03.01	
K-HAR	K	7505		Hartinger, Walter		ph	2007.03.02	
Wa-MEI	Wa	7350		Meit, Conrad		gw	2007.03.02	
Wa-LAF	Wa	5570		Lafosse, Charles de		gw	2007.03.02	
Cm-IOP	Cm	5930		Joppolo, Roberto		ph	2007.03.02	
Cm-CAR	Cm	210		Caramel, Claudio		ph	2007.03.06	
Cm-CAC	Cm	3500		Caciotti, Mario		ph	2007.03.06	
K-BAN	K	1410		Bandera Gregori, Luisa		ph	2007.03.06	
Cm-VIA	Cm	9990		Viazzi, Alessandro		ph	2007.03.06	
Zs-PEC	Zs	1044		Pecci, Giovanni Antonio		ph	2007.03.06	
Cm-CLE	Cm	6618		Clerico, Silvio		ph	2007.03.07	
Cm-DON	Cm	1850		Donzelli, Pietro		ph	2007.03.08	
K-GIE	K	610		Gieben, Servus		ph	2007.03.08	
Zs-VER	Zs	4532		Vermigli, Pietro Martire		gw	2007.03.09	
KatP-BAL	KatP	1355		Baldassini Castelli		ph	2007.03.09	
Cm-DUR	Cm	1910		Durelli, Franco		gw	2007.03.12	
Cm-FRA	Cm	5214		Franco, Giuseppe		gw	2007.03.13	
K-VLI	K	1830		Vlieghe, Hans		ph	2007.03.14	
Cm-NOR	Cm	5250		Noro, Nerina		ph	2007.03.14	
Ca-MAG	Ca	275		Magistretti, Biagio		ph	2007.03.14	
Ca-GHI	Ca	383		Ghirlanduzzi (Familie)		ph	2007.03.14	
Wa-GAB	Wa	285		Gabriel, Jacques V	Vater von Gabriel, Ange-Jacques	ph	2007.03.15	
Cm-FAG	Cm	322		Faganello, Flavio		gw	2007.03.16	
E-MON	E	3282		Monticello Brianza	Prov. Como, im Ortsbuch nur als Monticello	gw	2007.03.16	
Cm-INV	Cm	97		Invernizzi, Angelo		gw	2007.03.19	
Wm-HIL	Wm	1410		Hildesheimer, Wolfgang		ph	2007.03.23	
KatP-WAL	KatP	4307		Wallraf, Ferdinand Franz		ph	2007.03.27	
E-TRA	E	62		Trambileno		ph	2007.03.27	
E-SAS	E	62		Sassinoro	Prov. Benevent	gw	2007.03.27	
K-ALI	K	7056		Alisio, Giancarlo		ph	2007.03.28	
K-PHI	K	4165		Philippart, Guy		gw	2007.03.28	
Ca-GIO	Ca	8300		Giovannini, Vincenzo	1817-1903	gw	2007.03.28	
Wa-SAU	Wa	8260		Sauvan, Philippe		ph	2007.03.28	
Zu-FAU	Zu	7231		Faustinus Luciferanus		ph	2007.03.28	
KatM-MON	KatM	7540		Montespertoli		gw	2007.03.29	
Wa-WIT	Wa	7552		Wittmer, Johann Michael		gw	2007.03.29	
KatM-ROV	KatM	3330		Roviano		gw	2007.03.29	
KatP-GRI	KatP	4410		Grimani, Domenico		ph	2007.03.30	
KatE-SAN	KatE	2330		San Felice del Benaco		gw	2007.03.30	
KatE-CHE	KatE	7238		Chestnut Hill		ph	2007.03.30	1
K-GAV	K	6585		Gavrilovic, Zaga		ph	2007.04.11	
K-VEL	K	4404		Velmans, Tania		ph	2007.04.11	
Zs-SCH	Zs	4532		Schmidlin, Johann Lorenz		gw	2007.04.11	
Wa-KLO	Wa	1610		Klodt, Petr K.		ph	2007.04.11	
K-NEL	K	7150		Nelson, Robert S.		ph	2007.04.11	
Ca-BAR	Ca	630		Barberini, Giovanni Battista		gw	2007.04.12	
Gh-STO	Gh	2021		Stoer, Lorenz		gw	2007.04.12	
Wa-PAR	Wa	6695		Parrocel, Joseph		ph	2007.04.12	
Ca-PIC	Ca	40		Picano, Francesco Antonio		gw	2007.04.12	
K-POL	K	164		Polacco, Renato		ph	2007.04.17	
KatP-MAZ	KatP	9654		Mazza, Domenico		gw	2007.04.17	
K-DAS	K	7500		D'Assia, Ottone		ph	2007.04.17	
K-HAD	K	2030		Hadermann-Misguich		ph	2007.04.18	
KatM-TER	KatM	4660		Termoli		ph	2007.04.18	
Cm-PES	Cm	972		Pescatori, Carlo		ph	2007.04.18	
Cm-AGL	Cm	3345		Aglietti, Pier Luigi		ph	2007.04.18	
KatV-NEU	KatV	6972		Neuse Galerie Bremen		gw	2007.04.18	
K-CAL	K	4316		Callu, Jean-Pierre		ph	2007.04.18	
Wa-ALM	Wa	320		Almanach	slowenischer Künstler	ph	2007.04.18	
Wm-NAP	Wm	5584		Napotnik, Ivan		gw	2007.04.18	
Cm-VEN	Cm	620		Venturi, Michele		gw	2007.04.18	
Wa-ALE	Wa	4410		Aleman, Rodrigo		ph	2007.04.23	
KatM-CAS	KatM	7452		Castelfiorentino		ph	2007.04.23	
K-KYT	K	9700		Kytzler, Bernhard		ph	2007.04.23	
Ca-SER	Ca	8366		Servi, Costantino de'		ph	2007.04.23	
Cm-PAP	Cm	420		Papasso, Antonio		ph	2007.04.23	
Ca-CAL	Ca	250		Calandra, Giovan Battista		gw	2007.05.04	
K-BRE	K	1414		Bredekamp, Horst		ph	2007.05.09	
K-BEC	K	3730		Beck, James		ph	2007.05.10	
Wa-HUY	Wa	480		Huysum, Jan van		ph	2007.05.10	
E-OSN	E	12		Osnago		ph	2007.05.10	
Wa-CRE	Wa	830		Cresy, Edward		ph	2007.05.10	
Ca-GIO	Ca	1885		Giovanni del Giglio		ph	2007.05.10	
Wa-GAL	Wa	640		Galland, Pierre-Victor		ph	2007.05.10	
K-GAB	K	5540		Gaborit, Jean-Rene		ph	2007.05.11	
KatV-BLO	KatV	5460		Bloomsbury (Roma)		gw	2007.05.14	
Cm-RUB	Cm	2040		Rubes Bossi, Giovanni		ph	2007.05.16	
Zo-CAP	Zo	1750		Capecelatro, Francesco		ph	2007.05.16	
Cm-ZAP	Cm	5730		Zappaterra, Giulio		ph	2007.05.17	
Cm-BAR	Cm	704		Barcellona, Pietro		ph	2007.05.18	
Cm-MON	Cm	4900		Montevecchi, Amleto		ph	2007.05.18	
Xd-VIL	Xd	4114		Villeneuve-les-Avignon		gw	2007.05.21	
KatM-CAR	KatM	4416		Carmagnola		ph	2007.05.21	
Cm-MOR	Cm	898		Moretto, Luca		ph	2007.05.21	
KatP-PAO	KatP	4116		Paoletti, bartolomeo		gw	2007.05.21	
Ca-VER	Ca	120		Verazzi, Baldassare	Baldassare (1819-1886), sein Sohn Serafino, wirkte zwischen 1903 und 1932 ebenfalls als Maler	ph	2007.05.22	
Zo-BON	Zo	3692		Bonizone di Sutri		ph	2007.05.22	
K-VIO	K	4080		Violante, Cinzio		ph	2007.05.22	
KatE-SAL	KatE	106		Salamanca		ph	2007.05.23	
Wm-BEH	Wm	4812		Behnisch, Stefan		gw	2007.05.24	
Ca-GIA	Ca	115		Giacomino da Ivrea		ph	2007.05.24	
Ca-MEN	Ca	100		Menga, Evangelista		gw	2007.05.25	
Zo-PRE	Zo	7495		Preti, Girolamo		gw	2007.05.25	
K-HEM	K	5787		Hempfer, Klaus W.		ph	2007.05.29	
Cm-PON	Cm	3557		Ponis, Alberto		ph	2007.05.29	
Cm-PIS	Cm	120		Pisano, Giovanni	Maler, geb. 1921	ph	2007.05.31	
Cm-SCA	Cm	6460		Scaravella, Anna		ph	2007.05.31	
Ca-CAS	Ca	1125		Cassano, Paolo da	auch Paolo Catalano da Cassano	ph	2007.06.01	
K-WIE	K	4060		Wieland, Georg		ph	2007.06.01	
Wa-HES	Wa	6976		Hesse, Ludwig Ferdinand		ph	2007.06.01	
Cm-STA	Cm	700		Stabler, Gottfried		ph	2007.06.01	
KatE-PON	KatE	7400		Ponte di Piave		ph	2007.06.07	
KatP-FIE	KatP	6942		Fieschi		gw	2007.06.07	
Cm-BOR	Cm	6980		Borsetti Venier, Alessandra		ph	2007.06.07	
Cm-DAL	Cm	2210		Dalmonte, Domenico		ph	2007.06.07	
Cm-MOT	Cm	7422		Motterle, Federico		gw	2007.06.07	
KatE-SAG	KatE	8196		Sagunto		ph	2007.06.18	
KatP-WOL	KatP	2450		Wolfson, Mitchel		ph	2007.06.18	
KatP-ALO	KatP	6452		Alorda-Derksen		gw	2007.06.18	
K-MON	K	7516		Montias, John Michael		gw	2007.06.19	
Wa-HEY	Wa	1420		Heyden, Jan van der		ph	2007.06.19	
Wa-LER	Wa	5664		Le Roy (Familie)		gw	2007.06.19	
Xx-KAV	Xx	290		Kavalariana		ph	2007.06.21	
KatM-CAR	KatM	1075		Cárceres		ph	2007.06.21	
K-HUY	K	7130		Huysmans, Joris-Karl		ph	2007.06.21	
Ca-CAR	Ca	410		Carbone, Giovanni Bernardo		ph	2007.06.21	
Ca-ABA	Ca	100		Abate, Alessandro		ph	2007.06.21	
Zs-GUN	Zs	1470		Gundissalinus, Dominicus	auch Gundisalvus, Dominicus	ph	2007.07.02	
KatE-ZWI	KatE	2050		Zwiesel		ph	2007.07.02	
Zs-BAL	Zs	1538		Baldo degli Ubaldi	auch Baldus de Ubaldis	ph	2007.07.03	
Wa-OPP	Wa	240		Oppenheim, Moritz Daniel		ph	2007.07.03	
K-SEG	K	400		Segarizzi, Arnaldo		ph	2007.07.03	
KatA-CAV	KatA	92		Cavalese		ph	2007.07.03	
Cm-FAG	Cm	3500		Fagiolo, Mario	römischer Architekt, zugleich Dichter unter dem Namen Mario dell'Arco (1905-1996)	ph	2007.07.03	
Wm-MIE	Wm	2650		Mieghem, Eugeen van		gw	2007.07.03	
Wa-BEM	Wa	200		Bemmel, Willem van	1630-1708	ph	2007.07.05	
K-MAL	K	6460		Malraux, Andre		gw	2007.07.05	
KatE-SAI	KatE	5137		Saint-Quentin		gw	2007.07.06	
K-WIT	K	7587		Wittock, Michael		gw	2007.07.09	
Wa-BRA	Wa	110		Bra, Theophile		gw	2007.07.10	
Cm-RIP	Cm	290		Ripaldi, Camillo		ph	2007.07.11	
KatP-PIC	KatP	5260		Pico della Mirandola		ph	2007.07.11	
Cm-PET	Cm	6540		Petreschi, Marco		ph	2007.07.11	
Wm-GRO	Wm	4876		Gronegger, Thomas		gw	2007.07.12	
K-MAN	K	4994		Mannoni, Tiziano		ph	2007.07.13	
K-SCH	K	3440		Schilder, Günter		ph	2007.07.13	
Zo-FUS	Zo	908		Fuscano, Ioan Berardino		gw	2007.07.13	
Cm-DOL	Cm	2312		Dolfi, Marco		gw	2007.07.16	
Xa-LAN	Xa	2582		Landsberg (Halle /Saale)		gw	2007.07.16	
Zs-BLU	Zs	4473		Blumenberg, Hans		gw	2007.07.16	
KatP-SCA	KatP	6700		Scarpa, Antonio		ph	2007.07.17	
Ca-CEL	Ca	400		Celotti, Vittorio		ph	2007.07.18	
Zo-VAS	Zo	396		Vasari, Ruggero		gw	2007.07.18	
Ca-TOR	Ca	190		Torelli, Stefano		ph	2007.07.19	
Zu-PAU	Zu	4167		Paulinus von Aquileja		gw	2007.07.19	
KatA-FRI	KatA	740		Fribourg		ph	2007.07.19	
Gh-BOR	Gh	6453		Borra, Giovanni Battista		gw	2007.07.20	
Zs-NEW	Zs	7583		Newton, Henry		gw	2007.07.20	
WA-RON	WA	1419		Rondelet, Jean Baptiste		ph	2007.07.20	
Ca-ROL	Ca	70		Rollini, Giuseppe	1842-1904	ph	2007.07.20	
Cm-BAL	Cm	4060		Ballantini, Diaro		ph	2007.07.20	
KatP-TOS	KatP	950		Toscanini, Arturo		gw	2007.08.22	
K-BON	K	1860		Bonello, Giovanni		gw	2007.08.22	
Ca-MEL	Ca	566		Meluzzi, Guglielmo		gw	2007.08.23	
Cm-ALG	Cm	470		Algardi, Alessandro	geb. 1945	gw	2007.08.24	
Cm-FAV	Cm	400		Favaretto, Paolo		ph	2007.08.27	
Wm-AME	Wm	6450		Amer, Ghada		ph	2007.08.27	
Wa-OSP	Wa	2010		Ospel, Anton Johann		ph	2007.08.27	
Xd-ELB	Xd	2092		Elbeuf		ph	2007.08.28	
Wm-AIL	Wm	4060		Aillaud, Gilles		ph	2007.08.29	
KatA-TAV	KatA	2120		Taverna		ph	2007.08.30	
Wa-MYT	Wa	2010		Mytens, Jan	Mijtens, Jan	gw	2007.08.30	
Ca-CAN	Ca	1270		Cantofoli, Ginevra		ph	2007.08.30	
Cm-FAB	Cm	550		Fabris, Luigi	1883-1952	gw	2007.09.05	
Cm-MAR	Cm	1446		Marini, Giovanna		gw	2007.09.06	
Wa-LAL	Wa	350		Lallich, Giuseppe		ph	2007.09.07	
K-BUR	K	2610		Burger, Fritz		ph	2007.09.07	
Ca-GRA	Ca	280		Grande, Antonio del		ph	2007.09.10	
K-FER	K	4530		Fermi, Stefano		gw	2007.09.10	
Wa-VIS	Wa	100		Vischer (Familie)		ph	2007.09.11	
Ca-MON	Ca	415		Monevi, Giovanni		ph	2007.09.12	
Cm-BOR	Cm	2560		Borgarelli, Anna		ph	2007.09.12	
Vm-GLA	Vm	7025		Glasgow		ph	2007.09.12	
KatM-SAN	KatM	7496		Santiago de Chile		gw	2007.09.12	
Cm-ZAM	Cm	580		Zamboni, Nicola		gw	2007.09.12	
Wa-BUR	Wa	9300		Bury, Friedrich		gw	2007.09.13	
Zs-DIO	Zs	1362		Diodati, Elie		gw	2007.09.13	
Cm-LIV	Cm	2410		Liverani, Mariella		gw	2007.09.13	
K-GAL	K	4260		Gallo, Marco		ph	2007.09.13	
Zu-GRE	Zu	2754		Gregor von Rimini		ph	2007.09.14	
Zp-CHE	Zp	8261		Chevalet, Antoine		ph	2007.09.14	
Wa-LEC	Wa	5402		Lecointe, Charles Joseph		gw	2007.09.14	
Cm-BAR	Cm	1690		Barilli, Aristide		ph	2007.09.14	
Ca-FEG	Ca	3590		Fegitz, Alice	1869-1957	gw	2007.09.17	
Cm-BIA	Cm	1174		Bianchini, Ulisse Gaetano	"Guelfo"	gw	2007.09.18	
Cm-GIU	Cm	5185		Giunti, Andrea		gw	2007.09.18	
K-CAD	K	3332		Cadier, Leon		gw	2007.09.18	
E-BAR	E	262		Bard		gw	2007.09.18	
Cm-TES	Cm	7035		Testa, Antonio		ph	2007.09.19	
Zs-HIM	Zs	2030		Himerios		ph	2007.09.19	
Wm-LIE	Wm	7300		Lieshout, van (Joep)	Ateleier van Lieshout, Künstlergruppe, gegründet von Joep van Lieshout	ph	2007.09.19	
Cm-LUP	Cm	3250		Lupi, Luca		ph	2007.09.20	
Zs-SOK	Zs	6461		Sokrates		ph	2007.09.20	
Wm-GUE	Wm	4310		Guelton, Bernard		ph	2007.09.20	
Cm-VEN	Cm	610		Venturi, Marco		gw	2007.09.25	
Zp-SID	Zp	4888		Sidney, Philip		gw	2007.09.25	
Zs-PET	Zs	6824		Petrucci, Ottaviano		gw	2007.09.27	
Cm-HUT	Cm	7434		Hutter, Sergio J.		gw	2007.09.28	
Cm-CER	Cm	210		Cerati, Carla		gw	2007.09.28	
Cm-SUM	Cm	4404		Summa, Franco		gw	2007.09.28	
K-CHI	K	4242		Chilovi, Desiderio		gw	2007.09.28	
Cm-COS	Cm	7359		Costalonga, Franco		gw	2007.09.28	
Wa-CAS	Wa	920		Cassatt, Mary		gw	2007.10.08	
Zs-VIT	Zs	283		Vitali, Gerolamo		gw	2007.10.08	
Wa-SWA	Wa	4896		Swanevelt, Herman van		gw	2007.10.09	
KatP-CHE	KatP	5020		Chennevieres, Charles Philippe de		gw	2007.10.09	
Ca-CAV	Ca	840		Cavenaghi, Luigi		ph	2007.10.10	
Ca-PRA	Ca	7585		Prato, Alessandro dal		ph	2007.10.10	
Wm-DOB	Wm	5470		Dobrowsky, Josef		ph	2007.10.11	
Zo-ANT	Zo	5470		Antonio da Rho		ph	2007.10.11	
Cm-RUF	Cm	2322		Ruffini, Ernesto Maria		gw	2007.10.11	
Wm-AUF	Wm	2530		Auffret, Charles		ph	2007.10.12	
Zo-RIM	Zo	741		Rimbotti, Tommaso		ph	2007.10.12	
Zu-TAR	Zu	128		Tarabotti, Arcangela		ph	2007.10.12	
K-DUV	K	2070		Duverger, Erik		gw	2007.10.12	
K-MAM	K	3255		Mamiani, Maurizio		ph	2007.10.12	
Cm-AMO	Cm	1413		Amodei, Tito		gw	2007.10.15	
Wa-ISA	Wa	154		Isaacsz, Pieter		gw	2007.10.16	
KatE-BEN	KatE	6460		Benrath		ph	2007.10.16	
K-TIE	K	7785		Tietze-Conrat, Erica		ph	2007.10.16	
Cm-SPA	Cm	1040		Sparaco, Andrea		gw	2007.10.16	
Cm-GAR	Cm	390		Gargiulo, Antonio		gw	2007.10.16	
E-LAV	E	52		Lavarone		gw	2007.10.17	
Wa-HEM	Wa	50		Hem, Herman van der		gw	2007.10.18	
Ca-CEC	Ca	362		Cecco, Paolo de		gw	2007.10.18	
KatP-PER	KatP	4300		Perlstein, Sylvio		gw	2007.10.19	
Cm-FRA	Cm	812		Franceschini, Edoardo		gw	2007.10.19	
Wm-ZUM	Wm	7486		Zumthor, Peter		gw	2007.10.22	
Wa-LAN	Wa	990		Lanceray, Eugen		gw	2007.10.22	
Wm-MEI	Wm	2016		Meier, Dieter		gw	2007.10.22	
K-MIC	K	4001		Mickwitz, Gunnar		gw	2007.10.22	
Wa-HAE	Wa	1070		Haeckel, Ernst		ph	2007.10.22	
K-KUM	K	4470		Kummer, Stefan		ph	2007.10.22	
KatE-EIS	KatE	1945		Eisenach		ph	2007.10.23	
Wa-KAM	Wa	720		Kamsetzer, Jan Baptist		ph	2007.10.24	
KatE-SAN	KatE	9710		Sanzeno		ph	2007.10.24	
Cm-BEL	Cm	3204		Beltrame, Aldo		gw	2007.10.25	
Ca-SOZ	Ca	9750		Sozzi, Agatino		gw	2007.10.26	
E-FOG	E	22		Foglianise		gw	2007.10.29	
K-MEY	K	2110		Meyer, Werner		gw	2007.10.31	
Zs-DOP	Zs	5767		Doppelmayr, Johann Gabriel		gw	2007.11.06	
Zs-CLA	Zs	8371		Clavius, Christoph	Schlüssel, Christoph S. J.	gw	2007.11.06	
Ca-ZZM	Ca	3250		Maestro dei Mesi		ph	2007.11.07	
Cm-PON	Cm	7430		Pontecorboli, Angelo		ph	2007.11.07	
Wa-PEQ	Wa	30		Pequignot. Jean-Pierre		ph	2007.11.07	
Zs-SCH	Zs	1871		Scheiner, Christoph		gw	2007.11.07	
Gh-MAR	Gh	5441		Marolois, Samuel		gw	2007.11.08	
KatM-GRO	KatM	7750		Grottammare		ph	2007.11.09	
Cm-CAR	Cm	5460		De Carolis, Guido		ph	2007.11.09	
Wm-ANA	Wm	420		Anastase, Demetre		ph	2007.11.09	
Wm-RUE	Wm	7782		Ruetz, Michael		gw	2007.11.13	
K-POC	K	2908		Pochat, Goetz		gw	2007.11.14	
Wa-CAS	Wa	240		Casas y Novoa, Fernando de		ph	2007.11.15	
Wa-DUR	Wa	1560		Durno, James		ph	2007.11.15	
Wa-PAU	Wa	110		Paudiss, Christoph		gw	2007.11.19	
K-GIE	K	1490		Giedion-Welcker, Carola		ph	2007.11.19	
K-POG	K	2610		Poggetto, Ines		ph	2007.11.20	
Wa-LEB	Wa	590		Le Blond, Alexandre Jean-Baptiste		ph	2007.11.21	
Wa-ROS	Wa	1800		Roslin, Alexander		ph	2007.11.21	
Ca-TOR	Ca	7494		Tortiroli, Giovanni Battista		gw	2007.11.21	
Zo-SAR	Zo	6690		Sarrocchi, Magherita		ph	2007.11.22	
Zo-PAZ	Zo	9765		Pazzi, Alfonso de'		ph	2007.11.22	
Ca-ZAN	Ca	74		Zanca, Antonio	1861-1958	gw	2007.11.26	
Ca-SAR	Ca	530		Sartorelli, Francesco		gw	2007.11.26	
Wa-STU	Wa	190		Stubbs, George		gw	2007.11.27	
KatE-FRI	KatE	1775		Friedrichshafen		gw	2007.11.29	
Wa-LEM	Wa	2004		Lemercier, Jacques		gw	2007.11.30	
Zo-BAT	Zo	7491		Battiferri, Laura degli Ammannati		gw	2007.11.30	
KatE-GER	KatE	4920		Gernheim		gw	2007.12.03	
K-KOE	K	4956		Koenig, Eberhard		gw	2007.12.03	
Zu-AMB	Zu	6721		Ambrosiaster		gw	2007.12.03	
Cm-ABA	Cm	7426		Abate, Claudio		ph	2007.12.04	
E-BAD	E	62		Badia Polisene		ph	2007.12.04	
E-ROC	E	72		Roccadaspide		ph	2007.12.06	
Zo-CON	Zo	7502		Conti, Giusto de', da Valmontone		ph	2007.12.06	
KatP-CHI	KatP	2660		Chigi, Flavio		gw	2007.12.07	
Cm-FER	Cm	6750		Ferrucci, Erminio M.		gw	2007.12.07	
Cm-PAC	Cm	3560		Paciscopi, Leopoldo		gw	2007.12.10	
Ca-ZIZ	Ca	9767		Zizzi, Barnaba		ph	2007.12.11	
KatE-KLA	KatE	3610		Klagenfurt		ph	2007.12.11	
E-MEL	E	222		Mello		gw	2007.12.12	
KatE-TRE	KatE	8380		Treviglio		ph	2007.12.12	
Cm-MEL	Cm	258		Melis, Pino		ph	2007.12.12	
K-EBn	K	2040		Ebner, Pietro	Historiker des Cilento	gw	2007.12.12	
E-SAN	E	4822		Santa Maria la Fossa		gw	2007.12.12	
KatE-CIL	KatE	3620		Ciliverghe		ph	2007.12.14	
