5;Nm 388;;...............osteuropäische Länder;
5;Nm 392;;...............Balkan-Länder;
5;Nm 396;;...............außereuropäische Länder;
3;Nm xxx;yyy;.........Pfeiler, Säule, Kapitell und Basis, Konsole;
4;Nm xxx;yyy;............zeitlich durchgehend;
5;Nm 610;;...............interkontinental;
5;Nm 615;;...............Europa allgemein;
5;Nm 620;624;...............mitteleuropäische Länder;
5;Nm 626;630;...............westeuropäische Länder;
5;Nm 632;;...............südeuropäische Länder;
5;Nm 634;;...............nordeuropäische Länder;
5;Nm 638;;...............osteuropäische Länder;
5;Nm 642;;...............Balkan-Länder;
5;Nm 646;;...............außereuropäische Länder;
4;Nm xxx;yyy;............Mittelalter (bis 1500);
5;Nm 660;;...............interkontinental;
5;Nm 665;;...............Europa allgemein;
5;Nm 670;674;...............mitteleuropäische Länder;
5;Nm 676;680;...............westeuropäische Länder;
5;Nm 682;;...............südeuropäische Länder;
5;Nm 684;;...............nordeuropäische Länder;
5;Nm 688;;...............osteuropäische Länder;
5;Nm 692;;...............Balkan-Länder;
5;Nm 696;;...............außereuropäische Länder;
4;Nm xxx;yyy;............Neuzeit (1500 bis zur Gegenwart);
