id,language_code,holdings,author_person,author_corporate,author_uniform,title,publication,physical_description,subject_personal,subject_corporate,subject_meeting,subject_uniform_title,subject_named_event,subject_chronological,subject_topical,subject_geographic 
BV000621817,ita,{'a': 'DE-Y2'},"Baggiani, Franco",,,Monumenti di arte organaria toscana,Pisa,"62, [82] S.",,,,,,,Orgelbau,Toskana
BV000621821,ita,{'a': 'DE-Y2'},,,,Architettura fortificata di mano militare,Roma,181 S.,,,,,,,Militärbau,Italien
BV000621823,ger,{'a': 'DE-M341'},"Baranow, Sonja von",,,Franz von Lenbach,Köln,156 S.,"Lenbach, Franz von",,,,,,Bildnis,
BV000621826,ita,{'a': 'DE-Di1'},"Faglia, Vittorio",,,24 restauri di torri costiere,Roma,286 S.,,,,,,Geschichte 1900-2000,Küstenturm,Neapel
BV000622480,ger,{'a': 'DE-Y2'},"Wenders, Wim",,,Emotion pictures,Frankfurt am Main,173 S.,"Wenders, Wim",,,,,Geschichte 1968-1984,Filmkritik,
BV000622549,ita,{'a': 'DE-Y2'},,,,San Giovanni in Persiceto e la ceramica graffita in Emilia-Romagna nel '500,Firenze,134 S.,,,,,,Geschichte 1500-1600,Keramik,Emilia-Romagna
BV000622623,ita,{'a': 'DE-Y2'},"Bertagna, Giancarlo",,,"Gli antichi organi della diocesi di Ventimiglia, San Remo",Savona,285 S.,,,,,,,Orgel,Diözese Ventimiglia- San Remo
BV000623163,ita,{'a': 'DE-188'},,,,Raffaello e Brescia,Brescia,110 S.,Raffael,Civici Musei d'Arte e Storia,,,,,"Art, Renaissance",Brescia
BV000623165,ita,{'a': 'DE-Y2'},"Belli Barsali, Isa",,,Ville e giardini del Capannorese,Lucca,59 S.,,,,,,,Villa,Toskana
BV000623204,eng,{'a': 'DE-Y2'},,,,Roberta di Camerino,Venezia,72 S.,"Di Camerino, Roberta",,,,,Geschichte 1955-1975,Modezeichnung,
BV000623249,ger,{'a': 'DE-Y2'},"Witte, Maria Magdalena",,,"Elias und Henoch als Exempel, typologische Figuren und apokalyptische Zeugen",Frankfurt am Main u.a.,"IX, 261 S.",Henoch,,,,,Geschichte 500-1500,Rezeption,
BV000623346,ger,{'a': 'DE-M157'},"Voß, Hiltrud",,,Klenzes Marstall,München,"II, 97 S.","Klenze, Leo von",,,,,Geschichte 1500-2000,Landwirtschaftliches Gebäude,Hofreitschule München
BV000623497,ger,{'a': 'DE-Y7'},"Pochat, Götz",,,Geschichte der Ästhetik und Kunsttheorie,Köln,635 S.,,,,,,Geschichte Anfänge-1900,Geschichte,
BV000623568,ger,{'a': 'DE-M515'},"Sellenriek, Jörg",,,Zirkel und Lineal,München,192 S.,,,,,,Geschichte,Konstruieren,
BV000623744,eng,{'a': 'DE-11'},,,,The illustrated Bartsch,New York,392 S.,,,,,,,,
BV000623941,ita,{'a': 'DE-Y2'},,,,Mito e storia nei Fasti di Napoleone di Andrea Appiani,Roma,71 S.,Napoleon,,,,,Geschichte 1796-1816,Kunst,Frankreich
BV000624130,ita,{'a': 'DE-Y2'},,,,Nascità di una capitale,Firenze,223 S.,,,,,,Geschichte 1864-1865,Hauptstadt,Florenz
BV000625023,ger,{'a': 'DE-B496'},,,,Räume der Geschichte,Trier,172 S.,,,,,,Geschichte 1700-1985,Kulturbeziehungen,Deutschland
BV000625126,eng,{'a': 'DE-Swf2'},,,,The illustrated Bartsch,New York,348 S.,,,,,,,,
BV000625304,ita,{'a': 'DE-Y2'},,,,Storia della cultura Veneta,Vicenza,"XXIII, 828 S.",,,,,,,,
BV000625651,ita,{'a': 'DE-Y2'},"Pope-Hennessy, John Wyndham",,,La scultura italiana del Rinascimento,Torino,261 S.,,,,,,Geschichte 1420-1600,Plastik,Italien
BV000625652,ita,{'a': 'DE-Y2'},,,,Le chiese di Milano,Milano,387 S.,,,,,,Geschichte,Kirchenbau,Mailand
BV000625895,eng,{'a': 'DE-188'},"Ames-Lewis, Francis",,,The draftsman Raphael,New Haven u.a.,"VIII, 164 S.",Raffael,,,,,,Zeichnung,
BV000625898,ger,{'a': 'DE-Y2'},,,,Kunst der Goethezeit,Braunschweig,134 S.,"Goethe, Johann Wolfgang von",Herzog-Anton-Ulrich-Museum,,,,Geschichte 1749-1832,Zeichnung,Deutschland
BV000625992,ita,{'a': 'DE-Y2'},,,,Un manuale secentesco dei testori lucchesi,Lucca,75 S.,,Biblioteca Statale,,,,,Webarbeit,
BV000626522,ger,{'a': 'DE-Y2'},"Legler, Rolf",,,Apulien,Köln,384 S.,,,,,,,,Apulien
BV000626671,ger,{'a': 'DE-521'},,,,Der serbische Psalter,Wiesbaden,360 S.,,,,,,,,
BV000626719,ita,{'a': 'DE-M341'},"Parma Armani, Elena",,,Perin Del Vaga,Genova,372 S.,"Del Vaga, Pierino",,,,,,Mannerism (Art),Italien
BV000626741,ita,{'a': 'DE-Y2'},"Paoli, Emore",,,Marcellano,Todi (Pg),118 S.,,Marcellano (Italy),,,,,Geschichte,
BV000627016,ita,{'a': 'DE-Y2'},"Crotti, Sergio",,,Vittorio Gregotti,Bologna,208 S.,"Gregotti, Vittorio",,,,,Geschichte 1900-2000,Architecture,Italien
BV000627497,ita,{'a': 'DE-M493'},"Fanelli, Giovanni",,,Il tessuto Art Deco e anni trenta,Firenze,310 S.,,,,,,Geschichte 1908-1935,Innenarchitektur,
BV000627499,ita,{'a': 'DE-M341'},,,,Burne-Jones,Milano,286 S.,"Morris, William",,,,,Geschichte 1900-2000,Malerei,England
BV000627571,ger,{'a': 'DE-862'},"Macaulay, David",,,Sie bauten eine Kathedrale,Zürich ; München,77 S.,,,,,,Geschichte 1200-1350,Gotik,Frankreich
BV000627791,ger,{'a': 'DE-2948'},"Sauermost, Heinz Jürgen",,,Die Asams als Architekten,München [u.a.],127 Seiten,"Asam, Cosmas Damian",,,,,Geschichte 1700,Barock,Bayern
BV000627795,eng,{'a': 'DE-Y2'},,Metropolitan Museum of Art,,The Guennol Collection,New York,"XXXI, 354 S.",,,,,,,,
BV000627846,ita,{'a': 'DE-M508'},"Crispolti, Enrico",,,Il futurismo e la moda,Venezia,"151, [124] S.","Balla, Giacomo",,,,,Geschichte 1910-1940,Mode,Italien
BV000628018,ger,{'a': 'DE-Y2'},"Willemsen, Roger",,,Die Marken,Köln,351 S.,,,,,,,,Marken
BV000628253,ger,{'a': 'DE-11'},,,,Der serbische Psalter,Wiesbaden,231 Bl.,,,,Serbischer Psalter,,Geschichte <1300-1400>,Psalter,Serbien
BV000628538,ger,{'a': 'DE-Y2'},"Bologna, Ferdinando",,,Cifani,Milano,142 S.,"Cifani, Domenico",,,,,,,
BV000628544,ita,{'a': 'DE-Y2'},,,,Ricostruzione di casa Balla,Milano,175 S.,"Balla, Giacomo",,,,,Geschichte 1900-2000,Futurismus,Italien
BV000628554,ita,{'a': 'DE-Y2'},"Romanelli, Giandomenico",,,Palazzo Grassi,Venezia,"VI, 251 S.",,,,,,,,Palazzo Grassi
BV000628560,fre,{'a': 'DE-Y3'},,,,Correspondances d'artistes des XVIIIe et XIXe siècles,Nogent-le-Roi,321 S.,,,,,,,Künstler,Frankreich
BV000628586,ita,{'a': 'DE-Y2'},"Pietrangeli, Carlo",,,Palazzo Borghese e la sua decorazione,Roma,13 S.,,"Palazzo Borghese (Rome, Italy)",,,,,Decoration and ornament,Palazzo Borghese
BV000628600,ger,{'a': 'DE-Freis2'},,,,Der Physiologus,Zürich ; München,126 S.,,,,Physiologus,,Geschichte 200,Tiere,
BV000629078,ita,{'a': 'DE-Y2'},"Zorzi, Alvise",,,Venezia austriaca,Roma u.a.,413 S.,,,,,,Geschichte 1798-1866,Geschichte,Venedig
BV000629285,ita,{'a': 'DE-Y2'},"Messina, Francesco",,,"Care, grandi ombre",Milano,134 S.,"Messina, Francesco",,,,,Geschichte 1900-1984,Künstler,Italien
BV000629452,ita,{'a': 'DE-Y2'},"Lavagnini, Bruno",,,Alle origini del verso politico,Palermo,52 S.,,,,,,,Politische Literatur,Byzantinisches Reich
BV000629520,eng,{'a': 'DE-Re13'},"Majeska, George P.",,,Russian travelers to Constantinople in the fourteenth and fifteenth centuries,"Washington, DC","XVII, 463 S.",,,,,,Geschichte 1300-1500,Reiseliteratur,Konstantinopel
BV000629853,eng,{'a': 'DE-Y2'},"Barolsky, Paul",,,Walter Pater's Renaissance,University Park [u.a.],"XIV, 214 S.","Berenson, Bernard",,,,,Geschichte 1800-1900,Renaissance,
BV000630084,ita,{'a': 'DE-Y2'},"Adorisio, Antonio Maria",,,Codici latini calabresi,Roma,"61 S., 18 Bl.",,,,,,Geschichte 1100-1300,Handschriftenproduktion,Sila
BV000630334,ger,{'a': 'DE-37'},,,,Florenz,Hamburg,166 S.,,,,,,,,Florenz
BV000630855,ger,{'a': 'DE-Y2'},"Kriseleit, Irmgard",,,Antike Mosaiken,Berlin,72 S.,,Staatliche Museen zu Berlin,,,,Geschichte 150 v. Chr.-400,Mosaik,
BV000630867,ita,{'a': 'DE-Y2'},,,,Fillia e l'avanguardia futurista negli anni del fascismo,Milano,329 S.,Fillia,,,,,Geschichte 1910-1936,Futurismus,Italien
BV000630891,eng,{'a': 'DE-Y2'},"Karpinski, Caroline",,,Italian printmaking,"Boston, Mass.","XXV, 305 S.",,,,,,Geschichte 1400-1600,Druckgrafik,Italien
BV000630896,ita,{'a': 'DE-Y2'},"Lanzi, Luigi Antonio",,,Viaggio del 1793 pel Genovesato e il Piemontese,Treviso,"LVIII, 222 S.","Lanzi, Luigi Antonio",,,,,Geschichte 1793,Malerei,Piemont
BV000630991,ita,{'a': 'DE-Y2'},"Emiliani, Andrea",,,Il museo alla sua terza età,Bologna,242 S.,,,,,,,Museum,Italien
BV000631052,eng,{'a': 'DE-Y2'},"Kleiner, Diana E. E.",,,Roman imperial funerary altars with portraits,Roma,"320, LXIX S.",,,,,,Geschichte 14-400,Grabaltar,Römisches Reich
BV000631085,ita,{'a': 'DE-Y2'},,,,Francesco Bonfanti architetto,Milano,143 S.,"Bonfanti, Francesco",,,,,Geschichte 1800-2000,Städtebau,Valdagno
BV000631090,ita,{'a': 'DE-Y2'},"Rognini, Luciano",,,Tarsie e intagli di fra Giovanni a Santa Maria in Organo di Verona,Verona,130 S.,Giovanni,"Chiesa de Santa Maria in Organo (Verona, Italy)",,,,Geschichte 1500-1600,Holz,Italien
BV000631888,dut,{'a': 'DE-Y2'},,,,Ketters en papen onder Filips II,['s-Gravenhage],183 S.,Philipp,,,,,Geschichte 1550-1600,Religiöses Leben,Niederlande
BV000631951,ger,{'a': 'DE-29'},"Gerlach, Christoph",,,Vorzeichnungen auf gotischen Planrissen,Köln [u.a.],"VIII, 135 S.",,,,,,Geschichte 1200-1600,Vorzeichnung,Deutschland
BV000632111,ger,{'a': 'DE-Ef29'},,,,Handwörterbuch zur deutschen Rechtsgeschichte,Berlin,"XX S., 2046 Sp.",,,,,,,Recht,Deutschland
BV000632235,ger,{'a': 'DE-188'},,,,Sizilien,München,406 S.,,,,,,Geschichte 1767-1982,Anthologie,Sizilien
BV000632508,ita,{'a': 'DE-Y2'},"Lugli, Adalgisa",,,Naturalia et mirabilia,Milano,262 S.,"Seba, Albert",,,,,Geschichte 1600-1800,Sammlung,Italien
BV000632732,ita,{'a': 'DE-Y2'},"Dellepiane, Riccardo",,,Mura e fortificazioni di Genova,Genova,352 S.,,,,,,,Stadtbefestigung,Genua
BV000632816,ger,{'a': 'DE-Y2'},,,,Die Fragmente zur Dialektik der Stoiker,Stuttgart,"CI, 403 S.",,,,,,,,
BV000633045,ita,{'a': 'DE-Y2'},,,,Ceramica Florio,Palermo,151 S.,,Florio,,,,,Geschichte,
BV000633103,ita,{'a': 'DE-Y2'},"Castelli, Marcella",,,Storie di santi nella pittura a Firenze,Firenze,95 S.,,,,,,Geschichte 1300-1800,Heiligenbild,Florenz
BV000633269,eng,{'a': 'DE-Y2'},"Leites, Nathan",,,Art and life,New York u.a.,"XII, 157 S.",Michelangelo,,,,,Geschichte 1500-1600,Kunstpsychologie,Italien
BV000633398,ita,{'a': 'DE-Y2'},"De Sanctis, Riccardo",,,La nuova scienza a Napoli tra '700 e '800,Roma u.a.,"XIII, 305 S.",,,,,,Geschichte 1700-1900,Wissenschaft,Neapel
BV000633511,ita,{'a': 'DE-Y2'},"Cristiano, Flavia",,,L' antiquariato librario in Italia,Roma,"XI, 320 S.",,,,,,,Antiquariat,Italien
BV000633545,fre,{'a': 'DE-Y7'},"Szambien, Werner",,,"Symétrie, goût, caractère",Paris,232 S.,,,,,,Geschichte 1550-1800,Kunstbetrachtung,Frankreich
BV000633589,ita,{'a': 'DE-M508'},,,,Futurismi postali,Rovereto,210 S.,"Balla, Giacomo",,,,,Geschichte 1900-2000,Gebrauchsgrafik,Italien
BV000633594,fre,{'a': 'DE-Y3'},,,,"L' antiquité classique, le haut moyen âge et Byzance au Musée de Cluny",Paris,269 S.,,Musée des Thermes et de l'Hôtel de Cluny,,,,Geschichte 200-1100,Kunst,Byzantinisches Reich
BV000633597,und,{'a': 'DE-Y2'},,,,Il palazzo del marchese a Piancastagnaio,Piancastagnaio,62 S.,,,,,,,,Pian Castagnaio
BV000633598,ita,{'a': 'DE-Y2'},,,,Giuseppe Terragni,Como,173 S.,"Terragni, Giuseppe",,,,,,,
BV000633690,ita,{'a': 'DE-Y2'},"Montorsi, William",,,Gli incunaboli della Cattedrale Modenese,Modena,"276, XIV S.",,"Duomo (Modena, Italy)",,,,,Ausgrabung,Dom Modena
BV000633833,ita,{'a': 'DE-Y7'},"Corà, Bruno",,,Michelangelo Pistoletto,Ravenna,245 S.,"Pistoletto, Michelangelo",,,,,,,
BV000633904,ita,{'a': 'DE-Y2'},"Cabassi, Eustachio",,,Notizie degli artisti carpigiani con le aggiunte di tutto ciò che ritrovasi d'altri artisti dello Stato di Modena,Modena,"XXXI, 238, 55 S.",,,,,,Geschichte 1600-1800,Biografie,Italien
BV000634008,ger,{'a': 'DE-2552'},"Harksen, Sibylle",,,Carl Graeb,Potsdam-Sanssouci,96 S.,"Graeb, Carl Georg Anton",,,,,,,
BV000634014,fre,{'a': 'DE-Aug9'},,,,Das ritterliche Turnier im Mittelalter,Göttingen,669 S.,,,,,,Geschichte 1000-1500,Ritter,
BV000634072,ita,{'a': 'DE-Y2'},"Caronia, Giuseppe",,,Ritratto di Bramante,Roma u.a.,145 S.,"Bramante, Donato",,,,,,"Architecture, Renaissance",Italien
BV000634846,ger,{'a': 'DE-Y2'},"Mazzola, Guerino",,,Rasterbild - Bildraster,Berlin [u.a.],"XV, 80 S.",Raffaello,,,,,Geschichte 1500-1600,Komposition,
BV000634849,ita,{'a': 'DE-Y2'},,,,Il cenacolo e Santa Maria delle Grazie,Milano,95 S.,Leonardo,"Santa Maria delle Grazie (Church : Milan, Italy)",,,,,"Mural painting and decoration, Renaissance",Santa Maria delle Grazie
BV000634967,eng,{'a': 'DE-Y2'},,,,Ficino and Renaissance Neoplatonism,Ottawa,202 S.,"Ficinus, Marsilius",,,,,,Neuplatonismus,Italien
BV000635198,ita,{'a': 'DE-188'},,,,"Siena, la fabbrica del Santa Maria della Scala",Roma,"XIII, 209 S.",,Santa Maria della Scala,,,,,Church buildings,Italien
BV000635199,ita,{'a': 'DE-Y2'},"Merati, Augusto",,,Il duomo di Monza e il suo tesoro,Monza,"VIII, 309 S.",,Duomo di Monza,,,,,Domschatz,Dom Monza
BV000635252,ger,{'a': 'DE-Y3'},,,,Stil,Frankfurt am Main,803 S.,,,,,,,Begriff,Europe
BV000635413,eng,{'a': 'DE-11'},"Bony, Jean",,,French Gothic architecture of the 12th and 13th centuries,Berkeley u.a.,"XLIII, 623 S.",,,,,,Geschichte 1100-1300,Gotik,Frankreich
BV000635438,eng,{'a': 'DE-188'},"Summers, David",,,The judgment of sense,Cambridge u.a.,"XIII, 365 S.",,,,,,Geschichte <1450-1600>,Ästhetik,
BV000635698,fre,{'a': 'DE-Y2'},,,,Dictionnaire d'histoire et de géographie ecclésiastiques,Turnhout,1520 Sp.,,,,,,,,
BV000636251,ita,{'a': 'DE-Y2'},"Gallavotti Cavallero, Daniela",,,Lo Spedale di Santa Maria della Scala in Siena,Pisa,493 S.,,Santa Maria della Scala,,,,,Kunst,Siena (Italy)
BV000636329,ger,{'a': 'DE-M349'},,,,"Ihm, welcher der Andacht Tempel baut ...",München,259 S.,Ludwig,Alte Pinakothek,,,,Geschichte 1826-1957,Art,Deutschland
BV000636414,ger,{'a': 'DE-Re13'},"Skerst, Herman von",,,Der Gralstempel im Kaukasus,Stuttgart,"186, [ca.] S.",,,,,,Kirchengeschichte 300-1300,Urchristentum,Russland
BV000636495,ita,{'a': 'DE-Y2'},"Paoli, Marco",,,Arte e committenza privata a Lucca nel Trecento e nel Quattrocento,Lucca,403 S.,,,,,,Geschichte 1300-1500,Kunstsoziologie,Lucca
BV000636570,ger,{'a': 'DE-Y7'},,,,Ingres und Delacroix,Köln,303 S.,"Ingres, Jean-Auguste-Dominique",,,,,,Aquarell,
BV000636572,ita,{'a': 'DE-188'},"Sricchia Santoro, Fiorella",,,Antonello e l'Europa,Milano,204 S.,Antonello,,,,,Geschichte 1400-1500,Einfluss,Italien
BV000636653,ger,{'a': 'DE-B486'},,,,Die Kunst vom Stein,Wien,264 S.,,Albertina,,,,Geschichte 1500-2000,Geschichte,Villa Stuck
BV000636699,ita,{'a': 'DE-Y2'},"Finelli, Luciana",,,Il Ghetto,Roma,39 S.,,,,,,,Getto,Rom
BV000636700,ita,{'a': 'DE-Y2'},"Repetto, Bruno",,,Badia di Tiglieto,Genova,70 S.,,Kloster Tiglieto,,,,,Geografie,Tiglieto
BV000636708,ger,{'a': 'DE-B496'},,,,Kunst ins Leben,[Hamburg],193 S.,"Lichtwark, Alfred",Hamburger Kunsthalle,,,,,,
BV000636712,ita,{'a': 'DE-Y2'},,,,Arte santa,Ravenna,121 S.,,,,,,Geschichte 1900-2000,Ausstellungskatalog,Italien
BV000636886,ita,{'a': 'DE-Y2'},,,,La cattedrale di Trani,Fasano (Brindisi),302 S.,,Cattedrale di Trani (Italy),,,,Geschichte,Church decoration and ornament,Kathedrale Trani
BV000636917,ita,{'a': 'DE-11'},,,,Die Kunst und das Studium der Natur vom 14. zum 16. Jahrhundert,Weinheim,495 S.,Leonardo,,,,,Geschichte 1300-1500,Botanik,Italien
BV000636945,ita,{'a': 'DE-Y2'},,,,i castelli del Senese,[Milano],423 S.,,,,,,,Architektur,Toskana
BV000637195,fre,{'a': 'DE-Y7'},,,,Germain Boffrand,Paris,295 S.,"Boffrand, Germain",,,,,Geschichte 1667-1754,Dampfmaschine,Frankreich
BV000637197,ita,{'a': 'DE-Y2'},,,,La cattedrale di Avellino,Cava dei Tirreni,"167, [70] S.",,Cattedrale di Avellino (Italy),,,,,Church decoration and ornament,Dom Avellino
BV000637391,ita,{'a': 'DE-Y2'},,,,La civiltà comacchiese e pomposiana dalle origini preistoriche al tardo medioevo,Bologna,776 S.,,,,,,Geschichte Anfänge-1500,Geschichte,Comacchio
BV000637540,ita,{'a': 'DE-Y2'},"Cesura, Guido",,,Filippo Carcano,Milano,86 S.,"Carcano, Filippo",,,,,,,
BV000637559,eng,{'a': 'DE-Y2'},"Folda, Jaroslav",,,The Nazareth capitals and the Crusader Shrine of the Annunciation,University Park u.a.,"XVII, 101, ca. 40 S.",,"Church of the Annunciation (Nazareth, Israel)",,,,Geschichte 0700-1500,Kapitell,Syrien
BV000637571,ita,{'a': 'DE-M17'},"Di Dario Guida, Maria Pia",,,La stauroteca di Cosenza e la cultura artistica dell'estremo sud nell'età normanno-sveva,Cava dei Tirreni (Sa),107 S.,Staufer,,,,,Geschichte 1060-1270,Ikonologie,Cosenza
BV000637621,ita,{'a': 'DE-Y2'},"Bussagli, Mario",,,La seta in Italia,Roma,303 S.,,,,,,,Seidengewebe,Italien
BV000637624,ita,{'a': 'DE-Y2'},,,,"Paolo Monti, fotografo di Brunelleschi",Casalecchio di Reno,132 S.,"Brunelleschi, Filippo",,,,,,Architekturfotografie,Florenz
BV000637646,ita,{'a': 'DE-Y2'},,,,Le tranquille dimore degli dei,Venezia,"XIV, 213 S.",,,,,,,Ausgrabung,Esquilin
BV000637649,ita,{'a': 'DE-Y2'},,Accademia Carrara di Belle Arti Bergamo,,I grandi disegni italiani dell'Accademia Carrara in Bergamo,Milano,267 S.,,Accademia Carrara di Belle Arti Bergamo,,,,,Zeichnung,Italien
BV000637677,ita,{'a': 'DE-Y2'},"Salaris, Claudia",,,Il futurismo e la pubblicità,Milano,187 S.,,,,,,Geschichte 1900-1939,Futurismus,Italien
BV000637679,eng,{'a': 'DE-Y2'},"Salinger, Margaretta Matilda",,,Masterpieces of American painting in the Metropolitan Museum of Art,New York,200 S.,,Metropolitan Museum of Art,,,,,Malerei,USA
BV000637836,ita,{'a': 'DE-Y2'},"Aricò, Nicola",,,Riedificare contro la storia,Roma u.a.,220 S.,,,,,,Geschichte 1783-1791,Wiederaufbau,Reggio di Calabria
BV000637851,ita,{'a': 'DE-M341'},,,,Segantini,Oggiono u.a.,884 S.,"Segantini, Giovanni",,,,,,,
BV000638209,ita,{'a': 'DE-Y2'},Vignola,,,Regole della prospettiva prattica,Sala Bolognese,"19, 79 S.",Vignola,,,,,Geschichte 1743,Perspektive,
BV000638216,dut,{'a': 'DE-M341'},"Veldman, Ilja M.",,,Leerrijke reeksen van Maarten van Heemskerck,ś-Gravenhage u.a.,111 S.,"Heemskerk, Maarten van",,,,,Geschichte 1500-1600,Neun gute Helden,Beneluxländer
BV000638225,ger,{'a': 'DE-M508'},"Schwarz, Birgit",,,Johannes Schreiter,Darmstadt,160 S.,"Schreiter, Johannes",,,,,Geschichte 1960-1980,Glasmalerei,Regierungsbezirk Unterfranken
BV000638477,ita,{'a': 'DE-Y2'},"Tafi, Angelo",,,Immagine di Arezzo,Cortona,589 S.,,,,,,,Geschichte,Arezzo
BV000638515,ita,{'a': 'DE-188'},,,,Tecnica e stile,Cinisello Balsamo,139 S.,,,,,,,,
BV000639281,und,{'a': 'DE-739'},,,,Storia e restauro dell'architettura,Roma,187 S.,,,,,,,Restaurierung,
BV000639369,ita,{'a': 'DE-Y2'},"Manni, Graziano",,,Mobili in Emilia,Modena,380 S.,Este,,,,,Geschichte 1500-2000,Möbel,Italien
BV000639371,ita,{'a': 'DE-Y2'},,,,Gabetti e Isola,Torino,85 S.,"Isola, Aimaro",Gabetti e Isola,,,,Geschichte 1900-2000,Design,Italien
BV000639381,ita,{'a': 'DE-Y2'},,,,La pittura lombarda del '700,Milano,630 S.,,,,,,Geschichte 1700-1800,Malerei,Lombardei
BV000639383,ita,{'a': 'DE-Y2'},,,,Arte in Sardegna,Milano,387 S.,,,,,,,Kunst,Sardinien
BV000639436,eng,{'a': 'DE-Swf2'},,,,The illustrated Bartsch,New York,511 S.,,,,,,,,
BV000639459,ger,{'a': 'DE-1052'},,,,Theologisches Wörterbuch zum Alten Testament,Stuttgart [u.a.],"XXXI S., 1274 Sp., S. 639 - 676",,,,,,,,
BV000639875,ita,{'a': 'DE-M341'},"Battisti, Eugenio",,,Antonello,Palermo,306 S.,Antonello,,,,,,,
BV000639887,ita,{'a': 'DE-Y2'},"Tedesco, Natale",,,L' immago espressa,Siracusa,231 S.,,"Villa Palagonia (Bagheria, Italy)",,,,Geschichte 1700-1800,"Architecture, Baroque",Villa Palagonia
BV000639910,ita,{'a': 'DE-Y2'},"La Pietra, Ugo",,,Il giardino delle delizie,Firenze,108 S.,"La Pietra, Ugo <1938->",,,,,,Projekt,Mailand
BV000639998,ita,{'a': 'DE-M493'},"Fanelli, Giovanni",,,Il tessuto Art Nouveau,Firenze,318 S.,,,,,,Geschichte 1890-1914,Mode,
BV000640001,ita,{'a': 'DE-Y2'},"Bussadori, Paola",,,Il giardino e la scena,Castelfranco Veneto,118 S.,"Bagnara, Francesco",,,,,Geschichte 1500-2000,Freilichttheater,Italien
BV000640248,ita,{'a': 'DE-Y2'},,,,San Carlo Borromeo in Italia,Brindisi,400 S.,"Borromeo, Carlo",,,,,,,Italien
BV000640549,ita,{'a': 'DE-188'},,,,Il restauro della vetrata di Giovanni di Bonino della Galleria Nazionale dell'Umbria,Todi (Pg),61 S.,Giovanni,Galleria nazionale dell'Umbria,,,,Geschichte 1900-2000,Restaurierung,Italien
BV000640632,ita,{'a': 'DE-384'},,,,Un pontificato ed una città,Roma,"XV, 826 S.",Sixtus,,,,,Geschichte 1471-1484,Pontifikat,Rom
BV000640709,fre,{'a': 'DE-Y2'},"Margerie, Anne de",,,J. B. Bodoni,Paris,118 Seiten,"Bodoni, Giambattista",,,,,,Typografie,
BV000640719,ita,{'a': 'DE-Y2'},"Silva, Romano",,,Antichi organi lucchesi,Lucca,125 S.,,,,,,,Orgel,Provinz Lucca
BV000641200,ita,{'a': 'DE-Y2'},,,,Sassetta e i pittori toscani tra XIII e XV secolo,Firenze,"67, [50] S.",Sassetta,Banca Monte dei Paschi,,,,Geschichte 1200-1500,Malerei,Toskana
BV000641426,ita,{'a': 'DE-Y2'},"Giorgetti, Renzo",,,Arte organaria a Fiesole,Firenze,130 S.,,,,,,,Orgelbau,Fiesole
BV000641431,ita,{'a': 'DE-Y2'},"Brusatin, Manlio",,,Arte della meraviglia,Torino,"XXI, 175, [96] S.",,,,,,,Ikonographie,
BV000642003,ita,{'a': 'DE-255'},,,,Porcellane e argenti del Palazzo Reale di Torino,Milano,452 S.,,"Palazzo reale (Turin, Italy)",,,,,Silberschmiedekunst,Palazzo Reale
BV000642009,fre,{'a': 'DE-Y2'},"Ibn-al-ʿAssāl, aṣ-Ṣāfī Abu-'l-Faḍāʾil",,,Brefs chapitres sur la trinité et l'incarnation,Turnhout,149 S.,,,,,,,Theologie,
BV000642256,ita,{'a': 'DE-Y2'},"Boidi Sassone, Adriana",,,Ville piemontesi,Cuneo,127 S.,,,,,,Geschichte 1500-2000,Villa,Piemont
BV000642261,ita,{'a': 'DE-Y3'},Afro,,,Afro,Milano,189 S.,Afro,,,,,,Lithografie,
BV000642264,fre,{'a': 'DE-Y2'},Villard,,,Carnet de Villard de Honnecourt,[Paris],126 S.,Villard,,,Bauhüttenbuch,,,,
BV000642272,ita,{'a': 'DE-M341'},"Lo Bianco, Anna",,,"Pier Leone Ghezzi, pittore",Palermo,261 S.,"Ghezzi, Pier Leone",,,,,,Bildnis,
BV000642336,ita,{'a': 'DE-Y2'},,,,Moggioli,Milano,157 S.,"Moggioli, Umberto",,,,,,,
BV000642339,ita,{'a': 'DE-Y2'},,,,Lucio Fontana,Milano,128 S.,Leonardo,,,,,Geschichte 1930-1939,Rezeption,Italien
BV000642426,ita,{'a': 'DE-Y2'},,,,Arte e cultura nella provincia di Pesaro e Urbino,Venezia,"XIV, 701 S.",,,,,,,Kunst,Provinz Pesaro und Urbino
BV000642429,ita,{'a': 'DE-188'},"Savarese, Silvana",,,Francesco Grimaldi e l'architettura della Controriforma a Napoli,Roma,"214, [96] S.","Grimaldi, Francesco",,,,,Geschichte 1500-2000,Architektur,Neapel
BV000642597,ger,{'a': 'DE-Re13'},"Mikulčiḱ, Ivan",,,Staro Skopje so okolnite tvrdini,Skopje,163 Seiten,,,,,,,Festung,Skopje
BV000643071,ita,{'a': 'DE-188'},,,,La tirannia degli astri,Bologna,159 S.,"Del Cossa, Francesco",Salone dei Mesi (Museo civico d'arte antica di Palazzo Schifanoia),,,,,Allegorie,Palazzo di Schifanoia
BV000643200,ger,{'a': 'DE-Y2'},"Bennett, Bonnie A.",,,Donatello,Stuttgart,275 S.,Donatello,,,,,,Plastik,Italien
BV000643205,ita,{'a': 'DE-Y2'},,,,Roma mitraica,Udine,131 S.,,,,,,,Mithraskult,Rom
