id,language_code,holdings,author_person,author_corporate,author_uniform,title,publication,physical_description,subject_personal,subject_corporate,subject_meeting,subject_uniform_title,subject_named_event,subject_chronological,subject_topical,subject_geographic 
BV000643206,eng,{'a': 'DE-Y2'},"Lyman, Thomas W.",,,French Romanesque sculpture,"Boston, Mass.","XII, 450 S.",,,,,,Geschichte 1000-1200,Romanik,Frankreich
BV000643299,eng,{'a': 'DE-Y2'},,Ashmolean Museum,,Catalogue of the collection of drawings,Oxford,"XX, 186, 161 S.",,,,,,Geschichte 1800-1900,Zeichnung,Deutschland
BV000643495,lat,{'a': 'DE-Y2'},,,,Die Pseudoklementinen,Leipzig,"CXI, 387 S.",,,,,,,,
BV000643582,ger,{'a': 'DE-209'},,,,15. - 20. századi remekmüvek a báró Thyssen-Bornemisza gyüjteményből,Lugano,163 S.,"Thyssen-Bornemisza, Hans Heinrich",,,,,Geschichte 1400-1985,Malerei,
BV000643708,ger,{'a': 'DE-Y2'},"Hoff, Marlise",,,Rom,Berlin,288 S.,,,,,,Geschichte 1500-1700,Antike,Italien
BV000644328,ita,{'a': 'DE-M341'},,,,La nascita di Venere e l'Annunciazione del Botticelli restaurate,Firenze,82 Seiten,"Botticelli, Sandro",,,Verheißung der Geburt Jesu,,,Venus deities in art,Italien
BV000644368,ita,{'a': 'DE-Y2'},"Platina, Bartholomaeus",,,Il piacere onesto e la buona salute,Torino,"XXXIII, 267 S.","Platina, Bartholomaeus",,,,,Geschichte 1450,Quelle,Italien
BV000644889,eng,{'a': 'DE-739'},"Eilberg-Schwartz, Howard",,,The human will in Judaism,"Atlanta, Georgia","XIV, 250 S.",,,,Mishnah,,,Intention,
BV000645093,ita,{'a': 'DE-Y2'},"Tardito, Rosalba",,,Brera,Firenze,"114 S., ca. 80 Bl.",,Pinacoteca di Brera,,,,Geschichte,,
BV000645127,eng,{'a': 'DE-255'},"Bolten, Jaap",,,Method and practice,"Landau, Pfalz",373 S.,,,,,,Geschichte 1600-1750,Musterbuch,Niederlande
BV000645341,ita,{'a': 'DE-Y2'},"Durbé, Dario",,,Fattori e la scuola di Castiglioncello,Roma,235 S.,,,,,,,,
BV000645356,ger,{'a': 'DE-Y2'},,,,Walter Gropius,Berlin,231 S.,,,,,,,,
BV000645372,eng,{'a': 'DE-Y2'},,Metropolitan Museum of Art,,The Guennol Collection,New York,"XX, 329 S.",,,,,,,,
BV000645750,ger,{'a': 'DE-188'},"Hosch, Hubert",,,"Andreas Brugger (1737 - 1812), Maler von Langenargen",Sigmaringen,"XI, 290, [148] S.","Brugger, Andreas",,,,,Geschichte 1500-2000,Malerei,Langenargen
BV000646317,ita,{'a': 'DE-Y2'},"Marchesi, Pietro",,,La fortezza veneziana di Palma la Nuova,Reana del Rojale,173 S.,,,,,,,,Palmanova
BV000646342,ita,{'a': 'DE-824'},,,,Francesco il Francescanesimo e la cultura della nuova Europa,Roma,260 S.,Franz,Franziskaner,,,,,Geschichte,Italy
BV000646604,ita,{'a': 'DE-Re5'},"Winckelmann, Johann Joachim",,,Unbekannte Schriften,München,"118 S., [9] Bl.","Winckelmann, Johann Joachim","Villa Albani (Rome, Italy)",,,,Geschichte 1757-1798,Quelle,Villa Albani
BV000647303,ita,{'a': 'DE-Y2'},"Bertagna, Giancarlo",,,Gli antichi organi di Novi Ligure e l'attività di Camillo Guglielmo Bianchi,Alessandria,91 S.,"Bianchi, Camillo Guglielmo",,,,,Geschichte 1500-2000,Orgel,Novi Ligure
BV000647311,eng,{'a': 'DE-Y2'},"Litchfield, R. B.",,,Emergence of a bureaucracy,"Princeton, NJ","XIII, 407 S.",,,,,,Geschichte 1530-1790,Patriziat,Florenz
BV000647323,ita,{'a': 'DE-Y2'},"Bilardo, Antonino",,,Il culto dell'Assunta e del Cristo Lungo a Castroreale,Messina,"166, 30 S.","Mary <Blessed Virgin, Saint>",,,,,,Verehrung,Castroreale
BV000648552,ita,{'a': 'DE-Y2'},,,,L'Abbazia di Santa Maria di Praglia,Milano,258 S.,,Kloster Praglia,,,,,,
BV000648621,ita,{'a': 'DE-Y2'},"Salimei, Franco",,,I Salimbeni di Siena,Roma,281 S.,Salimbeni,,,,,Geschichte 1100-1500,Geschichte,Siena
BV000648769,ger,{'a': 'DE-Y2'},,,,Toskana,Frankfurt am Main,264 S.,,,,,,,,Toskana
BV000649329,pol,{'a': 'DE-188'},,,,Katalog zabytków sztuki w Polsce,Warszawa,"XX, 84, ca. 130 S.",,,,,,,,
BV000649474,eng,{'a': 'DE-Y2'},"Green, Louis",,,Castruccio Castracani,Oxford,"X, 289 S.",Castruccio Castracani,,,Condottieri,,Geschichte 1316-1328,Nobility,Lucca
BV000649813,eng,{'a': 'DE-Y2'},"Mackenney, Richard",,,Tradesmen and traders,"Totowa, N.J.","XV, 289 S.",,,,,,Geschichte 1250-1650,Zunft,Venedig
BV000649832,eng,{'a': 'DE-Y2'},"Barkan, Leonard",,,The gods made flesh,New Haven u.a.,"XV, 398 S.","Ovidius Naso, Publius",,,,,,Kultur,
BV000649881,ita,{'a': 'DE-Y2'},,,,Janni,Roma,111 S.,"Janni, Guglielmo",,,,,,,
BV000649942,ita,{'a': 'DE-Y2'},,,,I santi del Chianti,[Firenze],"61, [14] S.",,,,,,,Geschichte,Chianti
BV000650387,eng,{'a': 'DE-Y2'},,,,Vom Kritzeln zur Kunst,Bad Heilbrunn/Obb.,312 S.,,,,,,,Geschichte,
BV000650734,ger,{'a': 'DE-Y2'},"Wagini, Susanne",,,Ottheinrichs Porträtgalerie in der Runden Stube des Schlosses Neuburg an der Donau,München,"99, XXXII, [10] S.",Wittelsbacher,,,,,Geschichte 1531-1537,Bildnis,Schloss Neuburg a.d. Donau
BV000650842,eng,{'a': 'DE-M100'},"McCormick, Michael",,,Eternal victory,Cambridge u.a.,"XVI, 454 S.",,,,,,Geschichte 306-1050,Geschichte,Byzantinisches Reich
BV000651082,ger,{'a': 'DE-Y3'},"Shaftesbury, Anthony Ashley Cooper of",,,Standard-Edition,Stuttgart-Bad Cannstatt,385 S.,,,,,,,,
BV000651303,eng,{'a': 'DE-Y2'},"Gelfer-Jørgensen, Mirjam",,,Medieval Islamic symbolism and the paintings in the Cefalù cathedral,Leiden,"223, 44 S.",,,,,,Geschichte 0700-1500,Ikonographie,Sizilien
BV000651420,ita,{'a': 'DE-188'},"Improta, Maria Cristina",,,La chiesa di Santa Verdiana a Castelfiorentino,Pisa,"143, [32] S.","Chimenti, Jacopo","Chiesa di Santa Verdiana (Castelfiorentino, Italy)",,,,,"Mural painting and decoration, Italian",Santa Verdiana
BV000651422,fre,{'a': 'DE-739'},"Areia, Manuel L. de",,,Les symboles divinatoires,Coimbra,"555, [270] S.",,,,,,,Tschokwe,
BV000651701,ger,{'a': 'DE-Re5'},"Seelig, Lorenz",,,Der heilige Georg im Kampf mit dem Drachen,München,83 S.,Georg,Bayerisches Nationalmuseum,,,,Geschichte 1500-2000,Spielautomat,Augsburg
BV000651977,ita,{'a': 'DE-Y2'},,,,Monete ispaniche nelle collezioni italiane,Roma,206 S.,,,,,,,,
BV000651996,ita,{'a': 'DE-Y2'},"Colivicchi, Emanuela",,,Pelago,Firenze,190 S.,,,,,,,Regionalkunst,Italien
BV000652420,ita,{'a': 'DE-Y2'},,,,Chianti romanico,Radda in Chianti,70 S.,,,,,,Geschichte 950-1250,Romanik,Chianti
BV000652972,ita,{'a': 'DE-Y2'},,,,I primordi della stampa a Brescia,Padova,"XII, 318 S.",,,,,,Geschichte 1472-1511,Buchdruck,Brescia
BV000653328,ita,{'a': 'DE-91'},"Portoghesi, Paolo",,,Le città del silenzio,Latina,"150, [96] S.",,,,,,,Landscape photography,Agro Pontino
BV000653425,pol,{'a': 'DE-M54'},"Kalinowski, Konstanty",,,Rzeźba barokowa na Śląsku,Warszawa,"370, VIII, 208 S.",,,,,,Geschichte 1600-1800,Plastik,Schlesien
BV000654305,eng,{'a': 'DE-Y2'},"Gray, Nicolete",,,A history of lettering,Oxford,256 S.,,,,,,,Schrift,
BV000654360,fre,{'a': 'DE-Y2'},"Gandelman, Claude",,,Le regard dans le texte,Paris,199 S.,,,,,,Geschichte 1400-1940,Text,
BV000654705,ita,{'a': 'DE-739'},,,,Archeologia urbana a Roma: il progetto della Crypta Balbi,Firenze,130 S.,,,,,,,,
BV000654707,ita,{'a': 'DE-473'},,,,Archeologia urbana a Roma: il progetto della Crypta Balbi,Firenze,S. 131 - 633,,,,,,,,
BV000654852,ita,{'a': 'DE-Y2'},,,,Monete ispaniche nelle collezioni italiane,Roma,S. 215 - 437,,,,,,,,
BV000654862,ita,{'a': 'DE-Y2'},,,,Tecnica e stile,Cinisello Balsamo,194 S.,,,,,,,,
BV000655178,ita,{'a': 'DE-Y2'},"Bruno, Andrea",,,Il Castello di Rivoli,Torino,139 S.,,"Castello di Rivoli (Turin, Italy)",,,,,Castles,Castello Rivoli
BV000655194,ita,{'a': 'DE-Y2'},,,,Il Rossini di Lugo,[Bologna],171 S.,,Teatro comunale Rossini,,,,,Restaurierung,Lugo
BV000655541,ita,{'a': 'DE-Y2'},"Scarrocchia, Sandro",,,Studi su Alois Riegl,Bologna,236 S.,"Riegl, Alois",,,,,,Art,Austria
BV000656452,ger,{'a': 'DE-B496'},,,,Skulptur des Mittelalters,Weimar,496 Seiten,,,,,,Geschichte 900-1500,Gotik,
BV000656495,ita,{'a': 'DE-384'},,,,La pittura del Cinquecento a Reggio Emilia,Milano,275 S.,,,,,,Geschichte 1500-1600,Malerei,Reggio nell'Emilia
BV000656500,eng,{'a': 'DE-Y2'},"Hearn, Maxwell K.",,,Ancient Chinese art,New York,95 S.,"Erickson, Ernest",,,,,,Geschichte,China
BV000657634,ger,{'a': 'DE-521'},"Meer, John Henry van der",,,Musikinstrumente,München,301 S.,,,,,,Geschichte,Musikinstrument,
BV000657769,eng,{'a': 'DE-Y2'},"Marcus, Millicent Joy",,,Italian film in the light of neorealism,"Princeton, NJ","XIX, 443 S.",,,,,,Geschichte 1945-1982,Film,Italien
BV000657964,ger,{'a': 'DE-B496'},"Hallmann, Gerhard",,,Sommerresidenzen russischer Zaren,Leipzig,244 S.,,,,,,Geschichte,Gartenkunst,Sankt Petersburg
BV000657982,ita,{'a': 'DE-Y2'},"Jannattoni, Livio",,,"Roma, Belle Epoque",Roma,315 S.,,,,,,Geschichte 1885-1915,Kulturleben,Rom
BV000658407,ita,{'a': 'DE-355'},,Museo Bardini e Galleria Corsi,,Il Museo Bardini a Firenze,Milano,322 S.,,,,,,,,
BV000658678,ita,{'a': 'DE-Y2'},"Cora, Galeazzo",,,La porcellana dei Medici,Milano,159 S.,Medici,,,,,Geschichte 1500-1600,Porzellan,Italien
BV000659045,ita,{'a': 'DE-Y2'},"Nicolella, Dario",,,I cento chiostri di Napoli,Napoli [u.a.],191 S.,,,,,,Geschichte,Klosteranlage,Neapel
BV000659066,eng,{'a': 'DE-Y2'},"Buhagiar, Mario",,,Late Roman and Byzantine catacombs and related burial places in the Maltese islands,Oxford,"XXIII, 435 S.",,,,,,Geschichte 100-600,Römerzeit,Byzantinisches Reich
BV000659227,ita,{'a': 'DE-B220'},,,,"Vita sociale, artistica e commerciale di Aquileia Romana",Udine,280 S.,,,,,,,,
BV000659395,ita,{'a': 'DE-Y2'},"Fuiano, Michele",,,Spiritualità e cultura a Napoli nell'alto medioevo,Napoli,"VIII, 120 S.",,,,,,Geschichte 800-1100,Kultur,Neapel
BV000659508,ger,{'a': 'DE-Y2'},"Eggenberger, Christoph",,,Psalterium aureum Sancti Galli,Sigmaringen,"211 S., [ca. 50] Bl.",David,Kloster Sankt Gallen,,Psalterium aureum Sancti Galli,,Geschichte 0700-1500,Illustration,Deutschland
BV000659636,ita,{'a': 'DE-188'},,,,La letteratura e i giardini,Firenze,436 S.,,,,,,,Garten,Europa
BV000659713,ita,{'a': 'DE-M508'},,,,I dagherrotipi della collezione Ruskin,Firenze,141 S.,"Ruskin, John",,,,,Geschichte 1800-1900,Daguerreotypie,Italien
BV000660438,ita,{'a': 'DE-Y2'},,,,Saffaro,Milano,154 S.,"Saffaro, Lucio",,,,,,,
BV000660454,eng,{'a': 'DE-Y2'},"Crispolti, Enrico",,,Ciriaco Campus,Milano,56 S.,"Campus, Ciriaco",,,,,,,
BV000661608,ger,{'a': 'DE-M341'},"Andrews, Keith",,,Adam Elsheimer,München,208 S.,"Elsheimer, Adam",,,,,,"Painting, German",Rom
BV000662564,ita,{'a': 'DE-Y2'},"Sorce, Giuseppe",,,La scoperta dello Spasimo di Sicilia,Caltanissetta u.a.,107 S.,Raffaello,,,,,,,
BV000662909,ita,{'a': 'DE-Y2'},"Pietrangeli, Carlo",,,Le collezioni private romane attraverso i tempi,Roma,27 S.,,,,,,,Kunst,Rom
BV000662924,mul,{'a': 'DE-11'},"Welti, Manfred",,,"Die Bibliothek des Giovanni Bernardino Bonifacio, Marchese d'Oria, 1517 - 1597",Bern [u.a.],564 S.,"Bonifacio, Giovanni Bernardino",Polska Akademia Nauk.,,,,Geschichte 1500-1600,Bibliothek,Polen
BV000663014,eng,{'a': 'DE-Y2'},"Humphrey, John H.",,,Roman circuses,Berkeley u.a.,"XIV, 703 S.",,,,,,,Arena,Römisches Reich
BV000663140,ita,{'a': 'DE-Y2'},,,,Il Chianti tra Firenze e Siena,Radda in Chianti,"72, [22] S.",,,,,,,Geschichte,Siena
BV000664000,ger,{'a': 'DE-Lsh1'},"Kronthaler, Helmut",,,Die Ausstattung der Landshuter Stadtresidenz unter Herzog Ludwig X.,München,166 S.,Ludwig,"Landshuter Stadtresidenz (Landshut, Germany)",,,,Geschichte 1500-1600,Schloss,Stadtresidenz Landshut
BV000664013,und,{'a': 'DE-Y2'},,,,Coralli,Palermo,439 S.,,,,,,,Koralle,Sizilien
BV000664543,ita,{'a': 'DE-Y2'},"Gherardi, Pietro Ercole",,,Descrizione delle pitture esistenti in Modena nell'Estense Ducal Galleria,Modena,"X, 288 S.","Gherardi, Pietro Ercole",Galleria e Museo Estense,,,,,Malerei,
BV000665236,ger,{'a': 'DE-Y3'},"Lindberg, David C.",,,Auge und Licht im Mittelalter,Frankfurt am Main,572 Seiten,,,,,,Geschichte Anfänge-1600,Geschichte,
BV000665282,eng,{'a': 'DE-M17'},"French, Thomas",,,York Minster,Oxford [u.a.],"XXII, 96, 31 S.",,,,,,,Schiff,Kathedrale York
BV000665349,ita,{'a': 'DE-Y2'},"Ceschi, Carlo",,,S. Stefano Rotondo,Roma,"196 S., XI Taf.",,"Santo Stefano Rotondo (Church : Rome, Italy)",,,,,Ausgrabung,Rom
BV000665405,ger,{'a': 'DE-Y2'},"Sinos, Stephanos",,,Die Klosterkirche der Kosmosoteira in Bera (Vira),München,"XII, 244, ca. 100 S.",,,,,,Geschichte,Kirchenbau,Kirche der Maria Kosmosoteira
BV000665673,ita,{'a': 'DE-Y2'},"Verginelli, Vinci",,,Bibliotheca Hermetica,Firenze,381 S.,"Rota, Nino",,,,,Geschichte 1400-1800,Sammlung,
BV000665674,ita,{'a': 'DE-Y2'},,,,"Luciano Berti, attività e scritti al 1987",Firenze,31 Seiten,"Berti, Luciano",Galleria degli Uffizi,,,,,,
BV000665805,ita,{'a': 'DE-188'},,,,"Vita sociale, artistica e commerciale di Aquileia Romana",Udine,S. 291 - 539,,,,,,,,
BV000665858,eng,{'a': 'DE-Swf2'},,,,The illustrated Bartsch,New York,373 S.,,,,,,,,
BV000665960,ita,{'a': 'DE-Y2'},,Museo nazionale romano,,Museo Nazionale Romano,Roma,"XVII, 311 S.",,,,,,,,
BV000666735,ita,{'a': 'DE-Y2'},"Bitetti, Nicola",,,Le chiese di Gioia nella storia e nell'arte,Fasano (Brindisi),183 S.,,,,,,,Kirchenbau,Gioia del Colle
BV000666745,ger,{'a': 'DE-Y2'},"Muther, Richard",,,Geschmack und Urteil,Heidelberg,161 S.,,,,,,Geschichte 1500-1987,Geschichte,
BV000666781,ita,{'a': 'DE-Y2'},"Scatozza Höricht, Lucia Amalia",,,Il volto dei filosofi antichi,Napoli,273 S.,,,,,,,Philosophie,Römisches Reich
BV000666810,ger,{'a': 'DE-Freis2'},"Batta, Ernst",,,Obelisken,Frankfurt am Main,206 Seiten,,,,,,Geschichte,Inschrift,Rom
BV000667438,ger,{'a': 'DE-Y2'},"Blumenberg, Hans",,,Das Lachen der Thrakerin,Frankfurt am Main,162 S.,Thales,,,,,Geschichte,Brunnen,
BV000667511,ita,{'a': 'DE-Y2'},,Galleria nazionale dell'Umbria,,Galleria Nazionale dell'Umbria,Roma,215 S.,,,,,,,,
BV000667670,und,{'a': 'DE-Y2'},,,,Parma e il cinema,[Cinisello Balsamo],154 S.,,,,,,,Biografie,Parma
BV000668349,ger,{'a': 'DE-2136'},,Bayerisches Nationalmuseum,,Führer durch die Schausammlung,München,176 S.,,Bayerisches Nationalmuseum,,,,,Art,Deutschland
BV000669026,ger,{'a': 'DE-M508'},"Trobas, Karl",,,Grundlagen der Papierrestaurierung,Graz,"XV, 354 S.",,,,,,,Restaurierung,
BV000669048,ger,{'a': 'DE-473'},,,,Die Idylle,Köln,231 S.,,,,,,Geschichte 1750-1930,Kunst,
BV000669254,ita,{'a': 'DE-Y2'},"Scola Gagliardi, Remo",,,La Mensa Vescovile di Verona,Verona,219 S.,,,,,,Geschichte 1400-1800,Tafelgut,Verona
BV000669688,ger,{'a': 'DE-Y2'},"Mayr, Johannes C.",,,Präsident und Berater,München,74 S.: Ill.,,,,,,,Satire,
BV000670437,ita,{'a': 'DE-M341'},"Pasini, Piergiorgio",,,Guido Cagnacci,Rimini,335 S.,Leopold,,,,,Geschichte 1600-1800,Malerei,Italien
BV000670456,ita,{'a': 'DE-Y2'},"Boccia, Lionello Giorgio",,,Armi antiche delle raccolte civiche reggiane,Reggio Emilia,"93, 94 S.",,Civici Musei,,,,,Sammlung,
BV000670466,ita,{'a': 'DE-Y2'},"Niccolosi, Gian B.",,,Il nuovo teatro di Parma,Parma,ca. 50 S.,,Teatro Regio di Parma,,,,,,
BV000670507,eng,{'a': 'DE-M341'},"Horne, Herbert Percy",,,Alessandro Filipepi commonly called Sandro Botticelli painter of Florence,Firenze,"XV, 430 S.","Botticelli, Sandro",,,,,,,
BV000670508,ita,{'a': 'DE-M341'},"Horne, Herbert Percy",,,Alessandro Filipepi commonly called Sandro Botticelli painter of Florence,Firenze,"XXI, 558 S.","Botticelli, Sandro",,,,,,,
BV000670611,ita,{'a': 'DE-M341'},"Dacos, Nicole",,,Le Logge di Raffaello,Roma,"XXXVI, 367, 165 S.",Raffael,Vatican Palace (Vatican City),,Bible,,,"Mural painting and decoration, Renaissance",Vatikanpalast
BV000670737,ita,{'a': 'DE-Y2'},,,,Storia e cultura della strada in Valdelsa nel medioevo,Poggibonsi u.a.,167 S.,,,,,,Geschichte 500-1500,Straße,Val d'Elsa
BV000670831,ita,{'a': 'DE-Y2'},,Archivio di Stato (Pistoia),,L'apostolo San Jacopo in documenti dell'Archivio di Stato di Pistoia,Pistoia,70 S.,Jakobus,,,,,,,Pistoia
BV000670838,eng,{'a': 'DE-Y2'},"Marta, Roberto",,,Tecnica costruttiva romana,Roma,81 S.,,,,,,,Bautechnik,Römisches Reich
BV000671133,ita,{'a': 'DE-Y2'},,,,Arcana Scheiwiller,Milano,215 S.,"Scheiwiller, Vanni",Libri Scheiwiller,,,,Geschichte,Publishers and publishing,Italien
BV000671680,eng,{'a': 'DE-Y2'},"Munhall, Edgar",,,Ingres and the Comtesse d'Haussonville,New York,143 S.,"Haussonville, Louise de Cléron d'",,,,,,Bildnis,
BV000671802,ita,{'a': 'DE-Y2'},,,,L' arte georgiana dal IX al XIV secolo,Galatina,"XVI, 231, CXLVIII S.",,,,,,,,
BV000671889,ita,{'a': 'DE-Y2'},"Waźbiński, Zygmunt",,,L'Accademia Medicea del Disegno a Firenze nel Cinquecento,Firenze,402 S.,Medici,,,,,,,
BV000671891,ita,{'a': 'DE-11'},"Waźbiński, Zygmunt",,,L'Accademia Medicea del Disegno a Firenze nel Cinquecento,Firenze,"S. 405 - 557, [106] S.",Medici,,,,,,,
BV000671936,ger,{'a': 'DE-188'},"Bering, Kunibert",,,Kunst und Staatsmetaphysik des Hochmittelalters in Italien,Essen,"222, 16 S.",Friedrich,Deutscher Orden,,,,Geschichte 1220-1250,Architektur,Italien
BV000672718,eng,{'a': 'DE-Y2'},,Trinity College Dublin,,Treasures of the Library,Dublin,258 S.,,Trinity College Dublin,,,,,Sammlung,
BV000672971,ita,{'a': 'DE-188'},,,,"Bernardo Bellotto, le vedute di Dresda",Vicenza,"105, 104 S.",Canaletto,,,,,,Vedutenmalerei,Dresden
BV000672993,eng,{'a': 'DE-M341'},"Lowenthal, Anne W.",,,Joachim Wtewael and Dutch mannerism,Doornspijk,"280, XXVIII, ca. 140 S.","Wtewael, Joachim",,,,,Geschichte 1500-2000,Malerei,Beneluxländer
BV000673051,eng,{'a': 'DE-Y2'},,,,"Homo, memento finis","Kalamazoo, Mich.","XI, 219 S.",,,,,,Geschichte 1100-1500,Mittelenglisch,
BV000673540,ita,{'a': 'DE-Y2'},"Brunello, Franco",,,Marco Polo e le merci dell'Oriente,Vicenza,"145 S., [33] Bl.","Polo, Marco",,,,,Geschichte 1270-1290,Fernhandel,Venedig
BV000673543,ita,{'a': 'DE-Y2'},,,,Cosenza al di la' dei fiumi,Salerno,173 S.,,,,,,,Städtebau,Cosenza
BV000673700,ger,{'a': 'DE-Y2'},"Warncke, Carsten-Peter",,,Sprechende Bilder - sichtbare Worte,Wiesbaden,370 S.,,,,,,Geschichte 1500-1600,Bild,
BV000674762,ger,{'a': 'DE-Y2'},"Wegmann, Peter",,,Gottfried Semper und das Winterthurer Stadthaus,Winterthur,290 S.,"Semper, Gottfried","Winterthurer Stadthaus (Winterthur, Switzerland)",,,,Geschichte 1800-1900,Architektur,Winterthur
BV000674799,eng,{'a': 'DE-20'},"Lightbown, Ronald W.",,,Mantegna,Berkeley ; Los Angeles,512 S.,"Squarcione, Francesco",,,,,,,
BV000675019,lat,{'a': 'DE-Re5'},,,,Das Gebetbuch Kaiser Maximilians,München,"XXXVI S., 62 Bl.","Baldung Grien, Hans",,,Gebetbuch,,,Gebetbuch,
BV000675215,eng,{'a': 'DE-M341'},"Ruurs, Rob",,,Saenredam,Amsterdam u.a.,223 S.,"Saenredam, Pieter Jansz",,,,,Geschichte 1600-1800,Zeichnen,Beneluxländer
BV000675340,ger,{'a': 'DE-Y2'},,,,Kunsterlebnis Südtirol,Bozen,328 S.,,,,,,Geschichte 800-1800,Kunst,Südtirol
BV000675865,eng,{'a': 'DE-Y2'},"Weir, Anthony",,,Images of lust,London,166 S.,,,,,,Geschichte 800-1400,Kirchenbau,
BV000675933,ger,{'a': 'DE-Bb23'},"Ḳarmon, Yehudah",,,Die Johanniter und Malteser,München,211 S.,,Johanniter,,,,,Geschichte,
BV000676052,lat,{'a': 'DE-Y2'},,,,Mezzogiorno di sangue a Vicenza,Vicenza,127 S.,,,,,,Geschichte 1548,Mord,
BV000676062,ger,{'a': 'DE-11'},"Lord, James",,,Alberto Giacometti,Bern [u.a.],479 S.,"Giacometti, Alberto",,,,,,,
BV000676582,ger,{'a': 'DE-M54'},"Kerkhoff, Ulrich",,,Eine Abkehr vom Historismus oder ein Weg zur Moderne - Theodor Fischer,Stuttgart,352 S.,"Fischer, Theodor",,,,,Geschichte 1800-2000,Architektur,Deutschland
BV000677477,ita,{'a': 'DE-B220'},,,,La Chiesa di Treviso nel primo Quattrocento,Roma,"XV, 645 S.",,,,,,,,
BV000677479,ita,{'a': 'DE-B220'},,,,La Chiesa di Treviso nel primo Quattrocento,Roma,671 S.,,,,,,,,
BV000677481,ita,{'a': 'DE-B220'},,,,La Chiesa di Treviso nel primo Quattrocento,Roma,132 S.,,,,,,,,
BV000678679,eng,{'a': 'DE-Y2'},,,,The concept of style,Ithaca u.a.,311 S.,,,,,,,Ästhetik,
BV000679106,ger,{'a': 'DE-Y2'},"Buck, August",,,Humanismus,Freiburg [u.a.],583 S.,,,,,,,Humanismus,
BV000679109,ita,{'a': 'DE-Y2'},,,,Prime indagini e archivi parrocchiali,Bari,244 S.,,Catholic Church.,,,,,Pfarrarchiv,Diözese Bari
BV000679264,ger,{'a': 'DE-B486'},"Kany, Roland",,,Mnemosyne als Programm,Tübingen,"VI, 273 S.","Benjamin, Walter",,,,,Geschichte 1800-2000,Symbol,Deutschland
BV000679486,fre,{'a': 'DE-Y2'},,,,Le ménologe impérial de Baltimore,Bruxelles,363 S.,,Walters Art Museum,,,,,Quelle,
BV000679491,ita,{'a': 'DE-Y3'},"Menichella, Anna",,,Matthia de' Rossi,[Roma],"160, VIII S.","Rossi, Matthia de'",,,,,,,
BV000679601,eng,{'a': 'DE-739'},"Kristeller, Paul Oskar",,,Studies in Renaissance thought and letters,Roma,"XIV, 643 S.",,,,,,,,
BV000679611,ita,{'a': 'DE-255'},,,,Tempo sospeso,Modena,323 S.,,,,,,Geschichte 900-1250,Romanik,Apennin
BV000679905,ita,{'a': 'DE-Y2'},,,,Scritti sul commercio librario in Italia,Roma,"XXIV, 171 S.",,,,,,Geschichte 1800-1900,Buchhandel,Italien
BV000679934,ger,{'a': 'DE-Y2'},"Käss, Siegfried",,,Der heimliche Kaiser der Kunst,München,"III, 299 S., [7] Bl.","Bayersdorfer, Adolph",Alte Pinakothek,,,,,Art museum curators,Deutschland
BV000680063,ita,{'a': 'DE-Y2'},"Conti, Alessandro",,,Michelangelo e la pittura a fresco,Firenze,218 S.,Michelangelo,"Cappella Sistina (Vatican Palace, Vatican City)",,,,,Freskomalerei,Sixtinische Kapelle
BV000680660,ger,{'a': 'DE-Y2'},,,,Deutsche Briefe aus Italien,München,599 S.,"Winckelmann, Johann Joachim",,,,,Geschichte 1500-2000,Deutsche,Italien
BV000681128,ita,{'a': 'DE-Y2'},,,,La fortuna di Virgilio,Napoli,528 S.,"Vergilius Maro, Publius",,,,,,Geschichte,
BV000681267,ger,{'a': 'DE-Ef29'},,,,Verbundkatalogisierung - Verbundkatalog,Frankfurt am Main,"XI, 226 S.",,Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen (hbz),,,,,Bibliothek,Nordrhein-Westfalen
BV000682038,ita,{'a': 'DE-Y2'},"Zannier, Italo",,,Storia della fotografia italiana,Roma u.a.,423 S.,,,,,,,Fotografie,Italien
BV000682241,ita,{'a': 'DE-Y2'},"Saxl, Fritz",,,La fede negli astri,Torino,520 S.,"Saxl, Fritz",,,,,Geschichte 800 v. Chr.-500,Geschichte,
BV000682561,ger,{'a': 'DE-235'},"Oesch, Hans",,,Außereuropäische Musik,Laaber,"VIII, 513 Seiten",,,,,,,Musik,Indonesien
BV000684044,ita,{'a': 'DE-Y2'},"Soldini, Jean",,,Tra prudenza e inquietudine,Bellinzona,"99, [31] S.","Rossi, Luigi",,,,,,,
BV000684975,ger,{'a': 'DE-Y7'},"Kemp, Wolfgang",,,Sermo corporeus,München,325 S.,,,,,,Geschichte 1150-1250,Bildprogramm,Frankreich
BV000685368,ita,{'a': 'DE-Y2'},,,,Organi storici in Torino,Torino,85 S.,,,,,,,Orgel,Turin
BV000685614,ita,{'a': 'DE-Y2'},,,,Omaggio a Lorenzo Lotto,Urbino,188 S.,"Lotto, Lorenzo",,,,,,,
BV000686228,ita,{'a': 'DE-209'},,,,Palazzi reali e residenze signorili,Novara,419 S.,,,,,,,Architektur,Italien
BV000686232,ita,{'a': 'DE-Y2'},"Dorfles, Gillo",,,Provinciali,Bologna,71 S.,"Provinciali, Michele",,,,,,,
BV000686242,ita,{'a': 'DE-Y2'},,,,La corte di Pesaro,Modena,109 S.,,"Palazzo ducale (Pesaro, Italy)",,,,,Hof,Pesaro
